"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2014,"Xique-Xique","BA","Autarquia",45562,NA,34452,3000,3000,800,NA,NA,NA,2364739.18,2293797,NA,2364739.18,211450.39,1e+05,NA,120000,140000,NA,140000,0,NA,0
2016,"Buritirana","MA","Administracao publica direta",14500,NA,4246,550,380,120,NA,NA,NA,80000,75000,NA,80000,7800,NA,NA,NA,680000,NA,1247000,NA,NA,NA
2014,"Teresina","PI","Sociedade de economia mista com administracao publica",793426,NA,792415,95959.63,48400.81,60488.43,NA,NA,NA,160486437.56,136477780.37,NA,176592924.83,15787417.58,0,NA,51747.19,2495850.29,NA,3593994.07,560774.35,NA,923258.17
2018,"Buritirana","MA","Administracao publica direta",14500,NA,4317,550,380,NA,NA,NA,NA,80000,75000,NA,80000,7800,NA,NA,NA,680000,NA,1247000,NA,NA,NA
2017,"Lajeado Novo","MA","Administracao publica direta",2000,NA,3455,100,110,15,NA,NA,NA,90000,30000,NA,60000,35000,NA,NA,NA,30000,NA,120000,0,NA,0
2015,"Lajeado Novo","MA","Administracao publica direta",2000,NA,3395,100,110,15,NA,NA,NA,90000,30000,NA,60000,35000,NA,NA,NA,30000,NA,120000,0,NA,0
2016,"Ribamar Fiquene","MA","Administracao publica direta",3600,NA,3845,2200,0,NA,NA,NA,NA,82000,52000,NA,43000,1000,NA,NA,NA,2700,NA,29700,0,NA,0
2016,"Teresina","PI","Sociedade de economia mista com administracao publica",845066,NA,798854,99985.16,49742.87,47322.3,NA,NA,NA,191755286.33,162908164.84,NA,191029765.73,22760128.17,623724.76,NA,1713520.49,456135.28,NA,456135.28,0,NA,0
2021,"Pindobaçu","BA","Autarquia",20048,NA,11196,1360,880,280,NA,NA,NA,331001,331000,NA,336006,34300,32000,NA,32000,35000,NA,35000,0,NA,0
2018,"Lajeado Novo","MA","Administracao publica direta",2000,NA,3458,100,110,15,NA,NA,NA,90000,30000,NA,60000,35000,NA,NA,NA,30000,NA,120000,0,NA,0
2015,"Ribamar Fiquene","MA","Administracao publica direta",3600,NA,3823,2200,0,32,NA,NA,NA,82000,52000,NA,0,1000,NA,NA,NA,27000,NA,54000,0,NA,0
2018,"Vila Nova dos Martírios","MA","Administracao publica direta",10150,NA,7246,120,120,12,NA,NA,NA,1e+05,70000,NA,120000,20000,NA,NA,NA,380000,NA,730000,NA,NA,NA
2016,"Lajeado Novo","MA","Administracao publica direta",2000,NA,3427,100,110,15,NA,NA,NA,90000,30000,NA,60000,35000,NA,NA,NA,30000,NA,120000,0,NA,0
2013,"Teresina","PI","Sociedade de economia mista com administracao publica",776233,NA,788527,94971.67,48163.82,58195.2,NA,NA,NA,161950870.48,139035697.38,NA,162700061.57,13887026.67,646559.74,NA,4944224.82,399860.44,NA,4287865.3,0,NA,0
2020,"Pindobaçu","BA","Autarquia",19706,NA,11224,1350,876,278,NA,NA,NA,328001,328000,NA,333000,33000,21000,NA,21000,2150000,NA,2150000,0,NA,0
2013,"Xique-Xique","BA","Autarquia",45562,NA,34373,3000,3000,800,NA,NA,NA,2204349.03,2136207.51,NA,2029857.03,338445.95,1e+05,NA,140000,1e+05,NA,120000,0,NA,0
2012,"Teresina","PI","Sociedade de economia mista com administracao publica",765606,NA,782641,94395.96,46031.68,56223.92,NA,NA,NA,157290236.62,135780383.21,NA,141301772.48,18643398.28,5813854.61,NA,12071029.57,1141458.17,NA,4542402.26,0,NA,0
2017,"São João do Arraial","PI","Administracao publica direta",3937,NA,3959,250,152,40,NA,NA,NA,57000,42000,NA,75000,15000,NA,NA,NA,6500,NA,11300,0,NA,0
2014,"Buritirana","MA","Administracao publica direta",14950,NA,4222,1490,1410,2300,NA,NA,NA,9000,8000,NA,11100,36000,NA,NA,NA,505000,NA,828000,0,NA,0
2016,"Vila Nova dos Martírios","MA","Administracao publica direta",10150,NA,7270,120,120,12,NA,NA,NA,1e+05,70000,NA,120000,20000,NA,NA,NA,380000,NA,730000,NA,NA,NA
2012,"Santa Rita de Cássia","BA","Autarquia",14907,NA,15136,1135,849,363,NA,NA,NA,1103700.51,1008539.05,NA,1222109.76,158426,11570.89,NA,11570.89,319853.52,NA,3521188.68,NA,NA,NA
2015,"Santa Rita de Cássia","BA","Autarquia",16265,NA,16368,1305,1105,384.51,NA,NA,NA,1501892.43,1376957.55,NA,1783620.01,241635.15,113663.16,NA,113663.16,0,NA,4226183.2,NA,NA,NA
2017,"Ribamar Fiquene","MA","Administracao publica direta",3600,NA,3864,2200,0,NA,NA,NA,NA,82000,52000,NA,43000,1000,NA,NA,NA,2700,NA,29700,0,NA,0
2017,"Vila Nova dos Martírios","MA","Administracao publica direta",10150,NA,7409,120,120,12,NA,NA,NA,1e+05,70000,NA,120000,20000,NA,NA,NA,380000,NA,730000,NA,NA,NA
2015,"Nova Olinda do Maranhão","MA","Administracao publica direta",12643,NA,12643,400,290,30,NA,NA,NA,90000,60000,NA,65000,40000,NA,NA,NA,20000,NA,70000,0,NA,0
2016,"São João do Arraial","PI","Administracao publica direta",3937,NA,3937,152,152,30.72,NA,NA,NA,57000,42000,NA,75000,15000,NA,NA,NA,6500,NA,11300,0,NA,0
2011,"Santa Rita de Cássia","BA","Autarquia",20900,NA,15006,1094.33,811.4,314,NA,NA,NA,877287.23,788919.11,NA,1036782.05,146477.73,35274.5,NA,41360.5,55304,NA,2007406.96,NA,NA,NA
2019,"São João do Arraial","PI","Administracao publica direta",4700,NA,4030,350,152,45,NA,NA,NA,61700,43500,NA,77000,16725,NA,NA,NA,6500,NA,11300,NA,NA,NA
2018,"São João do Arraial","PI","Administracao publica direta",4238,NA,4004,260,152,45,NA,NA,NA,61750,45000,NA,75000,16725,NA,NA,NA,6500,NA,11300,0,NA,0
2011,"Teresina","PI","Sociedade de economia mista com administracao publica",748915,NA,775225,93512.71,42575.91,55876.9,NA,NA,NA,138250154.59,119272687.05,NA,132791559.21,15988765.44,9213597.01,NA,23637864.76,2435814.29,NA,3280197.22,NA,NA,NA
2014,"Santa Rita de Cássia","BA","Autarquia",16265,NA,16265,1202,1002.31,211.11,NA,NA,NA,1434907.43,1316289.11,NA,1668285.02,84816.51,196365.83,NA,196365.83,0,NA,3521819.34,NA,NA,NA
2013,"Santa Rita de Cássia","BA","Autarquia",14907,NA,16099,1135,876.42,192.18,NA,NA,NA,1357532.62,1244023.34,NA,1465811.66,77284.75,34845.7,NA,34845.7,0,NA,3219179.71,NA,NA,NA
2012,"Xique-Xique","BA","Autarquia",45562,NA,32630,3000,3000,780,NA,NA,NA,1550000,1490000,NA,1350000,280000,1e+05,NA,180000,1e+05,NA,180000,0,NA,0
2014,"Ribamar Fiquene","MA","Administracao publica direta",3750,NA,3800,2100,0,32,NA,NA,NA,70000,45000,NA,0,10000,NA,NA,NA,25000,NA,47000,0,NA,0
2014,"Dom Inocêncio","PI","Administracao publica direta",2047,NA,2047,100,7.2,100,NA,NA,NA,220000.2,120000,NA,0,40000,NA,NA,NA,50000,NA,1e+05,0,NA,0
2017,"Buritirana","MA","Administracao publica direta",14500,NA,4257,550,380,120,NA,NA,NA,80000,75000,NA,80000,7800,NA,NA,NA,680000,NA,1247000,NA,NA,NA
2016,"Casa Nova","BA","Autarquia",59000,NA,42086,6043,1825.46,195.6,NA,NA,NA,3989001.35,2893646.66,NA,4054115,95874.62,120000,NA,160000,70000,NA,420000,84000,NA,217000
2015,"Teresina","PI","Sociedade de economia mista com administracao publica",825015,NA,795851,93743.44,49159.27,54403.53,NA,NA,NA,170745261.86,145547912.62,NA,184213006.58,19819097.42,945306.9,NA,2449542.19,674172.91,NA,3013173.98,0,NA,0
2020,"Bequimão","MA","Administracao publica direta",16700,NA,6916,505,0,459,NA,NA,NA,0,0,NA,0,181000,NA,NA,NA,98000,NA,410920,0,NA,0
2017,"Belém do Piauí","PI","Administracao publica direta",700,NA,1710,14.6,0,12,NA,NA,NA,0,0,NA,0,8052,NA,NA,NA,45000,NA,45000,0,NA,0
2019,"Lagoa do Sítio","PI","Administracao publica direta",4520,NA,1839,235.5,235.5,NA,NA,NA,NA,109800,109800,NA,157800,80000,NA,NA,NA,250000,NA,250000,NA,NA,NA
2017,"Lagoinha do Piauí","PI","Administracao publica direta",2796,NA,1665,268,0,NA,NA,NA,NA,0,0,NA,0,72000,NA,NA,NA,25000,NA,108000,0,NA,0
2012,"Belágua","MA","Administracao publica direta",1400,NA,3494,80,60,8,NA,NA,NA,0,0,NA,0,4000,NA,NA,NA,14000,NA,14000,0,NA,0
2014,"Boa Hora","PI","Administracao publica direta",3500,NA,1588,385,0,380,NA,NA,NA,47000,47000,NA,4700,59000,NA,NA,NA,70000,NA,113000,0,NA,0
2022,"Buriti dos Montes","PI","Administracao publica direta",6938,NA,NA,1218,963,382,NA,NA,NA,0,0,NA,0,66910.94,NA,NA,NA,31700,NA,31700,0,NA,0
2021,"São João do Soter","MA","Administracao publica direta",18746,NA,7227,1735.36,1404.81,852,NA,NA,NA,944800,944800,NA,600500,366285.09,NA,NA,NA,7038.86,NA,7038.86,0,NA,0
2019,"Boa Hora","PI","Administracao publica direta",3600,NA,1641,385,0,380,NA,NA,NA,0,0,NA,0,60000,NA,NA,NA,20000,NA,70000,NA,NA,NA
2011,"Assunção do Piauí","PI","Administracao publica direta",7503,NA,3398,312.48,0,500,NA,NA,NA,88704,88704,NA,34064,114283,NA,NA,NA,22000,NA,44000,0,NA,0
2016,"São João do Paraíso","MA","Autarquia",5550,NA,5349,650,510,NA,NA,NA,NA,380100,380000,NA,627762.04,74000,11000,NA,16700,15000,NA,20634,6000,NA,NA
2016,"Bela Vista do Piauí","PI","Administracao publica direta",3934,NA,1294,114.87,0,0,NA,NA,NA,0,0,NA,0,80000,NA,NA,NA,150000,NA,150000,0,NA,0
2014,"Nossa Senhora de Nazaré","PI","Administracao publica direta",2800,NA,1413,250,0,NA,NA,NA,NA,0,0,NA,0,5000,NA,NA,NA,4500,NA,14500,0,NA,0
2022,"Lagoa do Barro do Piauí","PI","Administracao publica direta",4658,NA,NA,273.51,0,165.18,NA,NA,NA,0,0,NA,0,228799.51,NA,NA,NA,2637703.34,NA,2637703.34,0,NA,0
2017,"Senador Alexandre Costa","MA","Administracao publica direta",11042,NA,6636,238.4,0,75.45,NA,NA,NA,0,0,NA,0,60922,NA,NA,NA,28756,NA,28756,NA,NA,NA
2019,"Alegrete do Piauí","PI","Administracao publica direta",4900,NA,2706,81,0,130,NA,NA,NA,0,0,NA,0,129450,NA,NA,NA,0,NA,1e+05,0,NA,0
2019,"Bela Vista do Piauí","PI","Administracao publica direta",3950,NA,1321,760,0,30,NA,NA,NA,0,0,NA,0,35000,NA,NA,NA,19000,NA,19000,0,NA,0
2012,"Irará","BA","Administracao publica direta",12983,NA,11388,328,0,636,NA,NA,NA,0,0,NA,0,154111,NA,NA,NA,7800,NA,7800,NA,NA,NA
2014,"Belágua","MA","Administracao publica direta",1600,NA,3597,80,60,80,NA,NA,NA,0,0,NA,0,4000,NA,NA,NA,14000,NA,14000,0,NA,0
2022,"Lagoa Grande do Maranhão","MA","Administracao publica direta",11411,NA,NA,423.86,0,446.76,NA,NA,NA,0,0,NA,0,384213.71,NA,NA,NA,108349.8,NA,108349.8,NA,NA,NA
2020,"Irará","BA","Administracao publica direta",16573,NA,11945,1100,0,NA,NA,NA,NA,0,0,NA,0,211982.95,NA,NA,NA,333511.66,NA,333511.66,NA,NA,NA
2021,"Anajatuba","MA","Administracao publica direta",9626,NA,7536,3300,110,NA,NA,NA,NA,460000,460000,NA,460787,150000,NA,NA,NA,150000,NA,175000,0,NA,0
2022,"São Félix do Coribe","BA","Autarquia",15194,NA,NA,866.12,950.7,88,NA,NA,NA,3456076.35,3456076.35,NA,3456076.35,426956.11,206432.99,NA,206432.99,206432.99,NA,206432.99,0,NA,0
2021,"Igarapé do Meio","MA","Administracao publica direta",14324,NA,7157,880,0,NA,NA,NA,NA,0,0,NA,0,2e+05,NA,NA,NA,9e+05,NA,1700000,0,NA,0
2019,"Marajá do Sena","MA","Administracao publica direta",4126,NA,1121,1610.62,0,621.5,NA,NA,NA,0,0,NA,0,54735.2,NA,NA,NA,43364,NA,43364,0,NA,0
2012,"São João do Soter","MA","Administracao publica direta",13718,NA,6786,1249.59,928.57,695,NA,NA,NA,428208,428208,NA,575502,85000,NA,NA,NA,320000,NA,320000,840000,NA,2195611.75
2015,"Caraúbas do Piauí","PI","Administracao publica direta",3572,NA,1008,344,163,0,NA,NA,NA,49534,49034,NA,42034,13240,NA,NA,NA,523,NA,1674,0,NA,0
2014,"Caxingó","PI","Administracao publica direta",5100,NA,1006,300,142,NA,NA,NA,NA,30000,30000,NA,43000,8120,NA,NA,NA,422,NA,1439,0,NA,0
2020,"Caraúbas do Piauí","PI","Administracao publica direta",5890,NA,1036,732,142.52,NA,NA,NA,NA,67862.2,67862.2,NA,67862,205561,NA,NA,NA,91296.45,NA,91296.45,0,NA,0
2017,"Caraúbas do Piauí","PI","Administracao publica direta",3615,NA,1015,650,0,62,NA,NA,NA,0,0,NA,0,57070.42,NA,NA,NA,48538.92,NA,48538.92,35000,NA,35000
2011,"Caxingó","PI","Administracao publica direta",4129,NA,979,212,138,10.4,NA,NA,NA,36200,36200,NA,36200,2000,NA,NA,NA,2800,NA,12700,0,NA,0
2011,"Lagoinha do Piauí","PI","Administracao publica direta",1515,NA,1602,120,0,128,NA,NA,NA,0,0,NA,0,20000,NA,NA,NA,24000,NA,54000,0,NA,0
2013,"Novo Horizonte","BA","Administracao publica direta",11786,NA,3871,650,0,450,NA,NA,NA,0,0,NA,0,22750,NA,NA,NA,230000,NA,425000,3e+06,NA,3e+06
2012,"Sebastião Laranjeiras","BA","Administracao publica direta",10563,NA,4160,1400,0,281.88,NA,NA,NA,0,0,NA,0,113350.08,NA,NA,NA,47791.21,NA,47791.21,0,NA,0
2012,"Apicum-Açu","MA","Administracao publica direta",9519,NA,9519,380,173,NA,NA,NA,NA,137430,137430,NA,137430,7500,NA,NA,NA,4750,NA,12900,0,NA,0
2014,"Caraúbas do Piauí","PI","Administracao publica direta",3521,NA,1003,390,142,NA,NA,NA,NA,32229,31729,NA,38839,12220,NA,NA,NA,498,NA,1621,NA,NA,NA
2022,"Cocal dos Alves","PI","Administracao publica direta",6070,NA,NA,325,125,NA,NA,NA,NA,0,0,NA,0,122980.23,NA,NA,NA,35874,NA,35874,0,NA,0
2022,"Lagoa do Piauí","PI","Administracao publica direta",4086,NA,NA,2000,0,150,NA,NA,NA,0,0,NA,0,33853,NA,NA,NA,150000,NA,171600,0,NA,0
2018,"Macururé","BA","Administracao publica direta",4500,NA,2785,500,0,NA,NA,NA,NA,0,0,NA,0,1e+05,NA,NA,NA,3500,NA,3500,0,NA,NA
2018,"Marajá do Sena","MA","Administracao publica direta",4126,NA,1123,1464.2,0,565,NA,NA,NA,0,0,NA,0,49320,NA,NA,NA,60000,NA,60000,0,NA,0
2017,"Sítio Novo","MA","Autarquia",5396,NA,5396,100,110,15,NA,NA,NA,65000,35000,NA,75000,14000,0,NA,0,30000,NA,120000,0,NA,0
2018,"Boa Hora","PI","Administracao publica direta",3600,NA,1632,385,0,380,NA,NA,NA,0,0,NA,0,60000,NA,NA,NA,70000,NA,120000,NA,NA,NA
2021,"Cocal dos Alves","PI","Administracao publica direta",6010,NA,1976,300,100,NA,NA,NA,NA,4,3,NA,7,119890,NA,NA,NA,88977.01,NA,88977.01,0,NA,0
2019,"Coivaras","PI","Administracao publica direta",3500,NA,1237,900,0,151,NA,NA,NA,0,0,NA,0,35000,NA,NA,NA,30000,NA,30000,0,NA,0
2014,"Lagoinha do Piauí","PI","Administracao publica direta",2757,NA,1642,163.8,0,NA,NA,NA,NA,59500,59500,NA,65000,36500,NA,NA,NA,40200,NA,172800,NA,NA,NA
2017,"Boa Hora","PI","Administracao publica direta",3600,NA,1613,385,0,380,NA,NA,NA,0,0,NA,0,60000,NA,NA,NA,70000,NA,120000,NA,NA,NA
2021,"Coivaras","PI","Administracao publica direta",3513,NA,1245,1200,0,155,NA,NA,NA,0,0,NA,0,36000,NA,NA,NA,32000,NA,32000,NA,NA,NA
2019,"Francisco Macedo","PI","Administracao publica direta",2300,NA,1282,48.6,0,68,NA,NA,NA,0,0,NA,0,113819.52,NA,NA,NA,50000,NA,1e+05,0,NA,0
2011,"Buritirama","BA","Autarquia",7957,NA,7957,350.4,296.04,584,NA,NA,NA,662432.98,662432.98,NA,589977.65,216505.4,40000,NA,60000,45000,NA,64000,0,NA,0
2011,"Jenipapo dos Vieiras","MA","Administracao publica direta",8524,NA,2543,820,0,NA,NA,NA,NA,0,0,NA,0,63000,NA,NA,NA,250000,NA,412000,0,NA,0
2013,"Coivaras","PI","Administracao publica direta",3330,NA,1201,600,0,100,NA,NA,NA,0,0,NA,1,9200,NA,NA,NA,120000,NA,120000,0,NA,0
2019,"Irará","BA","Administracao publica direta",16573,NA,11888,1100,0,NA,NA,NA,NA,0,0,NA,0,211982.95,NA,NA,NA,333511.66,NA,333511.66,0,NA,0
2020,"São João do Soter","MA","Administracao publica direta",18645,NA,7188,1680,1360,851,NA,NA,NA,461560,461560,NA,595476,215466,NA,NA,NA,15000,NA,15000,0,NA,0
2019,"Senador Alexandre Costa","MA","Administracao publica direta",11086,NA,6696,272.2,0,76.09,NA,NA,NA,0,0,NA,0,76280.64,NA,NA,NA,115000,NA,115000,NA,NA,NA
2018,"Alegrete do Piauí","PI","Administracao publica direta",4835,NA,2704,81,0,139.02,NA,NA,NA,0,0,NA,0,124060.32,NA,NA,NA,30000,NA,105000,0,NA,0
2013,"Pastos Bons","MA","Autarquia",17200,NA,12729,855,855,425,NA,NA,NA,567191.61,567191.61,NA,567191.61,353312.52,1e+05,NA,172000,0,NA,10000,0,NA,0
2022,"Senador Alexandre Costa","MA","Administracao publica direta",10072,NA,NA,545.22,0,100.46,NA,NA,NA,0,0,NA,0,113473.62,NA,NA,NA,104600,NA,104600,0,NA,0
2017,"Marajá do Sena","MA","Administracao publica direta",4120,NA,1094,1464.1,0,563,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,80000,NA,80000,0,NA,0
2017,"Parnarama","MA","Autarquia",34375,NA,13447,1728,0,NA,NA,NA,NA,0,0,NA,0,960000,59696.3,NA,1937696.3,59696.3,NA,119392.6,0,NA,0
2021,"Sigefredo Pacheco","PI","Autarquia",7700,NA,3326,1260,750,1500,NA,NA,NA,60000,60000,NA,46421.76,28000,40000,NA,53000,45000,NA,45000,0,NA,0
2012,"Anajatuba","MA","Administracao publica direta",7800,NA,7199,718,300,NA,NA,NA,NA,384000,384000,NA,384000,144000,NA,NA,NA,1e+05,NA,120000,NA,NA,NA
2016,"Cocal de Telha","PI","Administracao publica direta",4300,NA,2832,410,410,110,NA,NA,NA,132000,132000,NA,95000,53000,NA,NA,NA,120000,NA,145000,0,NA,0
2021,"Boquira","BA","Autarquia",8112,NA,7180,3086.56,369.44,3456,NA,NA,NA,723266.46,723266.46,NA,723266.46,2000,70000,NA,140000,30000,NA,314000,NA,NA,NA
2016,"Itacaré","BA","Administracao publica direta",8480,NA,15715,340,0,75,NA,NA,NA,0,0,NA,0,53500,NA,NA,NA,3500,NA,3500,0,NA,0
2014,"Belém do Piauí","PI","Administracao publica direta",800,NA,1679,24,0,24,NA,NA,NA,0,0,NA,0,18000,NA,NA,NA,14000,NA,14000,0,NA,0
2022,"Caraúbas do Piauí","PI","Administracao publica direta",5626,NA,NA,840,180,306.97,NA,NA,NA,88038.6,88038.6,NA,88038.6,295679.42,NA,NA,NA,47579.91,NA,47579.91,0,NA,0
2014,"Alegrete do Piauí","PI","Administracao publica direta",2871,NA,2871,36.5,0,50,NA,NA,NA,0,0,NA,0,50469.96,NA,NA,NA,30000,NA,45000,0,NA,0
2017,"Novo Horizonte","BA","Administracao publica direta",12514,NA,4110,720,0,1000,NA,NA,NA,0,0,NA,0,28150,NA,NA,NA,55000,NA,126000,0,NA,0
2021,"Pajeú do Piauí","PI","Administracao publica direta",2443,NA,1448,1000,300,96,NA,NA,NA,310000,310000,NA,210000,80000,NA,NA,NA,2400000,NA,2420000,0,NA,0
2016,"Bacurituba","MA","Administracao publica direta",5544,NA,1492,600,0,1140,NA,NA,NA,0,0,NA,0,97440,NA,NA,NA,28000,NA,28000,0,NA,0
2014,"Assunção do Piauí","PI","Administracao publica direta",3378,NA,3452,398.72,398.72,500,NA,NA,NA,124508,124508,NA,63968,125287.64,NA,NA,NA,70000,NA,70000,0,NA,0
2014,"Coivaras","PI","Administracao publica direta",3363,NA,1205,650,0,120,NA,NA,NA,0,0,NA,1,15000,NA,NA,NA,60000,NA,60000,0,NA,0
2022,"Nova Olinda do Maranhão","MA","Administracao publica direta",6891,NA,NA,380.68,105.47,187.53,NA,NA,NA,250060.21,250060.21,NA,250060.21,68116.13,NA,NA,NA,499478.46,NA,640751.27,0,NA,0
2017,"São João do Paraíso","MA","Autarquia",5750,NA,5356,700,510,NA,NA,NA,NA,380100,380000,NA,731261.69,74000,11000,NA,16700,15000,NA,20634,6000,NA,NA
2020,"Senador Alexandre Costa","MA","Administracao publica direta",11128,NA,6740,294.5,0,77.3,NA,NA,NA,0,0,NA,0,87341.33,NA,NA,NA,84682.8,NA,84682.8,NA,NA,NA
2021,"Boa Hora","PI","Administracao publica direta",3800,NA,1658,385,0,380,NA,NA,NA,0,0,NA,0,67980,NA,NA,NA,22660,NA,78310,0,NA,0
2017,"Lagoa do Piauí","PI","Administracao publica direta",3987,NA,1730,1000,0,95,NA,NA,NA,0,0,NA,0,18578,NA,NA,NA,119675,NA,132024.4,0,NA,0
2011,"Macururé","BA","Administracao publica direta",4800,NA,2845,100,0,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,50000,NA,247400,0,NA,0
2014,"Itacaré","BA","Administracao publica direta",8400,NA,15258,292,0,75,NA,NA,NA,0,0,NA,0,48000,NA,NA,NA,18000,NA,18000,0,NA,0
2015,"Anajatuba","MA","Administracao publica direta",16555,NA,7456,1000,250,NA,NA,NA,NA,380000,380000,NA,380000,110000,NA,NA,NA,70000,NA,90000,0,NA,0
2013,"Anajatuba","MA","Administracao publica direta",16000,NA,7306,850,520,NA,NA,NA,NA,360000,360000,NA,360000,132000,NA,NA,NA,50000,NA,170000,0,NA,0
2015,"Capitão Gervásio Oliveira","PI","Administracao publica direta",1201,NA,1201,135.9,0,30,NA,NA,NA,0,0,NA,0,17000,NA,NA,NA,28000,NA,28000,0,NA,0
2015,"Caxingó","PI","Administracao publica direta",5111,NA,1012,325,150,NA,NA,NA,NA,32000,32000,NA,19800,9540,NA,NA,NA,430,NA,1873,NA,NA,NA
2018,"Senador Alexandre Costa","MA","Administracao publica direta",11020,NA,6651,253.2,0,77.12,NA,NA,NA,0,0,NA,0,65125.3,NA,NA,NA,240000,NA,240000,NA,NA,NA
2021,"Alegrete do Piauí","PI","Administracao publica direta",4000,NA,2709,125,0,50,NA,NA,NA,0,0,NA,0,30000,NA,NA,NA,30000,NA,1e+05,0,NA,0
2022,"Boa Hora","PI","Administracao publica direta",3800,NA,NA,187.62,0,380,NA,NA,NA,0,0,NA,0,75980,NA,NA,NA,32660,NA,108310,0,NA,0
2022,"Queimada Nova","PI","Administracao publica direta",3102,NA,NA,114.96,0,46.01,NA,NA,NA,0,0,NA,0,13156.15,NA,NA,NA,31225.5,NA,31225.5,NA,NA,NA
2022,"Sigefredo Pacheco","PI","Autarquia",7700,NA,NA,960,760,1550,NA,NA,NA,62000,62000,NA,48600,29000,41000,NA,54200,30000,NA,30000,0,NA,0
2013,"Assunção do Piauí","PI","Administracao publica direta",7503,NA,3442,398.72,398.72,449.2,NA,NA,NA,66060,66060,NA,66060,119333.67,NA,NA,NA,89905.29,NA,101696.79,0,NA,0
2014,"Cocal de Telha","PI","Administracao publica direta",4300,NA,2718,320,290,91,NA,NA,NA,115000,115000,NA,90000,45000,NA,NA,NA,80000,NA,90000,0,NA,0
2021,"Vila Nova dos Martírios","MA","Administracao publica direta",13152,NA,7585,1466,0,10144.32,NA,NA,NA,0,0,NA,0,152160,NA,NA,NA,56000,NA,56000,0,NA,0
2017,"Alegrete do Piauí","PI","Administracao publica direta",4835,NA,2664,80,0,NA,NA,NA,NA,0,0,NA,0,125480,NA,NA,NA,125000,NA,125000,0,NA,0
2020,"Cocal dos Alves","PI","Administracao publica direta",6010,NA,1973,300,100,NA,NA,NA,NA,2.02,1,NA,4,113670.24,NA,NA,NA,95691,NA,95691,0,NA,0
2016,"Lagoa do Piauí","PI","Administracao publica direta",3987,NA,1726,990,0,90,NA,NA,NA,0,0,NA,0,16836.37,NA,NA,NA,117506.51,NA,127936.8,0,NA,0
2021,"Lagoa do Piauí","PI","Administracao publica direta",4086,NA,1769,230,0,150,NA,NA,NA,0,0,NA,0,33853,NA,NA,NA,135000,NA,153600,NA,NA,NA
2015,"Irará","BA","Administracao publica direta",13000,NA,12263,1100,0,NA,NA,NA,NA,0,0,NA,0,198913.09,NA,NA,NA,16504.53,NA,16504.53,0,NA,0
2015,"São João do Paraíso","MA","Autarquia",5550,NA,5342,650,510,NA,NA,NA,NA,378100,378000,NA,403157.21,73000,10000,NA,15400,14000,NA,20534,6000,NA,NA
2017,"Bacurituba","MA","Administracao publica direta",5574,NA,1500,630,0,1078,NA,NA,NA,0,0,NA,0,78330,NA,NA,NA,30800,NA,30800,0,NA,0
2018,"Nova Colinas","MA","Administracao publica direta",3500,NA,2416,252,0,NA,NA,NA,NA,0,0,NA,0,115617.56,NA,NA,NA,0,NA,18293.07,0,NA,0
2020,"Serrano do Maranhão","MA","Administracao publica direta",7860,NA,3979,400,70,NA,NA,NA,NA,50000,50000,NA,60000,83175,NA,NA,NA,35000,NA,35000,NA,NA,NA
2018,"Lagoa do Piauí","PI","Administracao publica direta",4052,NA,1754,1100,0,95,NA,NA,NA,0,0,NA,0,19178,NA,NA,NA,119675,NA,132024.4,NA,NA,NA
2014,"Irará","BA","Administracao publica direta",16934,NA,12189,4856,0,9178,NA,NA,NA,1112042.49,1112042.49,NA,1112042.49,409390.09,NA,NA,NA,10408.62,NA,10408.62,0,NA,0
2012,"Jenipapo dos Vieiras","MA","Administracao publica direta",8700,NA,2567,920,0,NA,NA,NA,NA,0,0,NA,0,120000,NA,NA,NA,5e+05,NA,520000,NA,NA,NA
2018,"Coivaras","PI","Administracao publica direta",3371,NA,1233,1300,0,150,NA,NA,NA,0,0,NA,0,27000,NA,NA,NA,75000,NA,75000,0,NA,0
2020,"Francisco Macedo","PI","Administracao publica direta",2300,NA,1288,48.6,0,68,NA,NA,NA,0,0,NA,0,105520.62,NA,NA,NA,172235,NA,197235,0,NA,0
2015,"São João do Soter","MA","Administracao publica direta",18095,NA,6976,1276,1276,720,NA,NA,NA,437396,437396,NA,549325,107742,NA,NA,NA,109000,NA,109000,0,NA,0
2013,"São João do Soter","MA","Administracao publica direta",13992,NA,6866,1275,1275,709,NA,NA,NA,436772,436772,NA,587012,89775,NA,NA,NA,420000,NA,420000,1e+06,NA,1720000
2015,"Boa Hora","PI","Administracao publica direta",3500,NA,1597,385,0,380,NA,NA,NA,47000,47000,NA,4700,59000,NA,NA,NA,70000,NA,120000,NA,NA,NA
