"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2020,"Cajari","MA","Sociedade de economia mista com administracao publica",1509,NA,4544,168,0,35.79,NA,NA,NA,0,0,NA,0,24886.01,1172.95,NA,2380.98,0,NA,0,0,NA,0
2019,"Carutapera","MA","Sociedade de economia mista com administracao publica",2999,NA,17552,208.03,117.65,66.36,NA,NA,NA,416144.75,416144.75,NA,230233.1,46198.26,13320.33,NA,13320.33,0,NA,0,0,NA,0
2018,"Graça Aranha","MA","Sociedade de economia mista com administracao publica",2970,NA,2970,652.07,156.2,321.34,NA,NA,NA,510112.42,510112.42,NA,416081.94,252784.03,0,NA,0,0,NA,0,0,NA,0
2019,"Icatu","MA","Sociedade de economia mista com administracao publica",1875,NA,8428,266.13,88.27,146.78,NA,NA,NA,376231.67,376231.67,NA,199103.21,105602.63,17040.52,NA,17040.52,0,NA,0,0,NA,0
2019,"Itinga do Maranhão","MA","Autarquia",25590,NA,18447,1019,813,1192,NA,NA,NA,1920000,1920000,NA,1920000,589765.45,0,NA,0,0,NA,0,0,NA,0
2017,"Joselândia","MA","Sociedade de economia mista com administracao publica",2288,NA,6137,595.75,100.41,460.7,NA,NA,NA,293907.65,293907.65,NA,216843.52,231093.81,0,NA,0,0,NA,0,0,NA,0
2019,"Monção","MA","Sociedade de economia mista com administracao publica",5740,NA,12387,602.64,505.36,324.07,NA,NA,NA,101.96,101.96,NA,33669.85,219753.2,38587.52,NA,38587.52,0,NA,0,0,NA,0
2018,"Penalva","MA","Sociedade de economia mista com administracao publica",5208,NA,18499,1002.86,217.71,283.93,NA,NA,NA,651101.94,651101.94,NA,404486.1,224675.52,0,NA,0,0,NA,0,0,NA,0
2017,"São Félix de Balsas","MA","Sociedade de economia mista com administracao publica",590,NA,1542,149.47,0,2.4,NA,NA,NA,0,0,NA,0,2541.17,0,NA,0,0,NA,0,0,NA,0
2018,"Timbiras","MA","Sociedade de economia mista com administracao publica",16771,NA,18137,1710.66,636.94,529.38,NA,NA,NA,1892388.82,1892388.82,NA,1702304.25,349069.84,0,NA,0,0,NA,0,0,NA,0
2017,"Tutóia","MA","Sociedade de economia mista com administracao publica",3960,NA,20738,86.18,0,9.41,NA,NA,NA,117,117,NA,93.6,19618.38,713240.36,NA,713240.36,0,NA,0,0,NA,0
2021,"Alvorada do Gurguéia","PI","Administracao publica direta",5100,NA,2002,532,515,52,NA,NA,NA,168000,168000,NA,170000,31450,NA,NA,NA,0,NA,0,0,NA,0
2017,"Alvorada do Gurguéia","PI","Administracao publica direta",4422,NA,1950,470,382,44,NA,NA,NA,221000,221000,NA,221000,37000,NA,NA,NA,0,NA,0,0,NA,0
2020,"Barro Duro","PI","Sociedade de economia mista com administracao publica",6576,NA,5093,562.98,254.19,412.23,NA,NA,NA,996775.82,996775.82,NA,1151291.62,323504.56,0,NA,6083.5,0,NA,0,0,NA,0
2019,"Jacobina do Piauí","PI","Sociedade de economia mista com administracao publica",2756,NA,1027,154.74,124.72,6.05,NA,NA,NA,424036.56,424036.56,NA,460339.68,5618.43,0,NA,91.87,0,NA,0,0,NA,0
2020,"Pavussu","PI","Sociedade de economia mista com administracao publica",2924,NA,1796,304.39,116.66,123.99,NA,NA,NA,387948.71,387948.71,NA,459013.95,93409.72,0,NA,2855.59,0,NA,0,0,NA,0
2021,"Piripiri","PI","Sociedade de economia mista com administracao publica",59299,NA,45977,6497.91,2712.65,2850.19,NA,NA,NA,11295162.81,11295162.81,NA,11533661.99,2167356.04,1090000,NA,9137681.28,0,NA,0,0,NA,0
2019,"Santa Luz","PI","Sociedade de economia mista com administracao publica",3669,NA,3305,228.31,165.07,145.8,NA,NA,NA,629150.53,629150.53,NA,657333.77,128407.16,0,NA,110.18,0,NA,0,0,NA,0
2021,"São Luis do Piauí","PI","Sociedade de economia mista com administracao publica",1119,NA,842,86.91,51.51,65.08,NA,NA,NA,216026.86,216026.86,NA,213621.58,63719.45,0,NA,3286.87,0,NA,0,0,NA,0
2018,"Sebastião Leal","PI","Sociedade de economia mista com administracao publica",2160,NA,2001,182.31,85.34,38.41,NA,NA,NA,263488.94,263488.94,NA,298648.3,30278.95,0,NA,267.28,0,NA,0,0,NA,0
2020,"Várzea Grande","PI","Sociedade de economia mista com administracao publica",3068,NA,2611,226.85,139.15,128.89,NA,NA,NA,503292.18,503292.18,NA,537054.29,96043.17,0,NA,3254.51,0,NA,0,0,NA,0
2011,"Buriticupu","MA","Sociedade de economia mista com administracao publica",10897,NA,36386,2228.17,375.84,1529.39,NA,NA,NA,557378.08,557378.08,NA,341172.84,117058.26,0,NA,0,0,NA,0,0,NA,0
2011,"Nina Rodrigues","MA","Sociedade de economia mista com administracao publica",3988,NA,4553,602.21,121.27,814.86,NA,NA,NA,198373.29,198373.29,NA,223466.03,236410.78,0,NA,0,0,NA,0,0,NA,0
2013,"Paratinga","BA","Autarquia",20000,NA,11923,1000,900,200,NA,NA,NA,1020000,1020000,NA,980000,310000,0,NA,10000,0,NA,0,0,NA,0
2012,"Tabocas do Brejo Velho","BA","Administracao publica direta",6054,NA,3933,320,320,275,NA,NA,NA,0,0,NA,0,155000,NA,NA,NA,0,NA,0,0,NA,0
2015,"Arame","MA","Sociedade de economia mista com administracao publica",7593,NA,12675,1123.15,303.57,372.03,NA,NA,NA,684102.97,684102.97,NA,294836.87,136355.38,0,NA,48113.99,0,NA,0,0,NA,0
2012,"Bernardo do Mearim","MA","Sociedade de economia mista com administracao publica",2011,NA,2369,467.5,79.18,121.36,NA,NA,NA,123681.87,123681.87,NA,119031.48,49270.64,0,NA,0,0,NA,0,0,NA,0
2016,"Coelho Neto","MA","Sociedade de economia mista com administracao publica",6136,NA,40217,1220.8,254.65,332.96,NA,NA,NA,731912.53,731912.53,NA,553678.91,120139.84,0,NA,0,0,NA,0,0,NA,0
2015,"Duque Bacelar","MA","Sociedade de economia mista com administracao publica",2761,NA,5558,479.03,114.48,218.7,NA,NA,NA,308371.45,308371.45,NA,294190.98,54211.38,0,NA,0,0,NA,0,0,NA,0
2014,"Godofredo Viana","MA","Sociedade de economia mista com administracao publica",3240,NA,7119,325.2,133.08,138.1,NA,NA,NA,277408.17,277408.17,NA,237503.65,59763.89,0,NA,70542.27,0,NA,0,0,NA,0
2012,"Governador Archer","MA","Sociedade de economia mista com administracao publica",3869,NA,6738,389.23,187.54,280.05,NA,NA,NA,351453.95,351453.95,NA,296953.22,116005.19,10498.03,NA,10498.03,0,NA,0,0,NA,0
2012,"Igarapé Grande","MA","Sociedade de economia mista com administracao publica",3147,NA,6814,297.1,110.46,248.55,NA,NA,NA,158148.56,158148.56,NA,152317.36,125312.85,0,NA,0,0,NA,0,0,NA,0
2013,"Nova Iorque","MA","Sociedade de economia mista com administracao publica",2104,NA,2882,395.23,77.26,123.95,NA,NA,NA,155523.52,155523.52,NA,152009.46,28422.01,0,NA,0,0,NA,0,0,NA,0
2012,"Olho d'Água das Cunhãs","MA","Sociedade de economia mista com administracao publica",4430,NA,9703,153.3,14.87,217.71,NA,NA,NA,28250.04,28250.04,NA,16086.46,44395.71,0,NA,0,0,NA,0,0,NA,0
2014,"Peri Mirim","MA","Sociedade de economia mista com administracao publica",1743,NA,3717,259.18,88.11,143.32,NA,NA,NA,204368.47,204368.47,NA,163741.8,64978.74,0,NA,17823.16,0,NA,0,0,NA,0
2016,"Pindaré-Mirim","MA","Sociedade de economia mista com administracao publica",8432,NA,23278,1486.34,543.84,891.95,NA,NA,NA,1642069.63,1642069.63,NA,1166221.36,425150.3,0,NA,0,0,NA,0,0,NA,0
2015,"Pirapemas","MA","Sociedade de economia mista com administracao publica",8500,NA,11660,1039.53,325.68,599.2,NA,NA,NA,683440.84,683440.84,NA,686039.74,171419.16,0,NA,0,0,NA,0,0,NA,0
2012,"Presidente Dutra","MA","Sociedade de economia mista com administracao publica",28135,NA,32596,4020.49,1227.18,1917.26,NA,NA,NA,2358367.75,2358367.75,NA,2394439.15,578547.56,0,NA,0,0,NA,0,0,NA,0
2016,"Tasso Fragoso","MA","Sociedade de economia mista com administracao publica",4495,NA,4997,1001.03,292.15,739.58,NA,NA,NA,951334.99,951334.99,NA,571102.1,0,0,NA,0,0,NA,0,0,NA,0
2012,"Vargem Grande","MA","Sociedade de economia mista com administracao publica",12811,NA,27887,1691.84,427.53,437.33,NA,NA,NA,717249.17,717249.17,NA,525617.69,297450.14,10849.43,NA,10849.43,0,NA,0,0,NA,0
2014,"Vitória do Mearim","MA","Sociedade de economia mista com administracao publica",18196,NA,15146,2234.34,786.19,1239.31,NA,NA,NA,1789745.74,1789745.74,NA,1297247.76,322462.12,247249.72,NA,247249.72,0,NA,0,0,NA,0
2013,"Angical do Piauí","PI","Sociedade de economia mista com administracao publica",4261,NA,5238,532.65,191.87,173.54,NA,NA,NA,492533.35,492533.35,NA,536469.1,74586.42,0,NA,0,0,NA,0,0,NA,0
2016,"Avelino Lopes","PI","Sociedade de economia mista com administracao publica",8844,NA,6959,625.41,361.37,277,NA,NA,NA,1045666.85,1045666.85,NA,928154.65,107644.25,0,NA,0,0,NA,0,0,NA,0
2012,"Bonfim do Piauí","PI","Sociedade de economia mista com administracao publica",1211,NA,1659,140.28,54.45,102.31,NA,NA,NA,124275.07,124275.07,NA,97932.25,68.82,0,NA,0,0,NA,0,0,NA,0
2013,"Conceição do Canindé","PI","Sociedade de economia mista com administracao publica",2286,NA,2391,354.28,145.98,212.5,NA,NA,NA,373117.81,373117.81,NA,399937.27,91353.52,0,NA,0,0,NA,0,0,NA,0
2013,"Flores do Piauí","PI","Sociedade de economia mista com administracao publica",1910,NA,2001,180.68,121.09,176.25,NA,NA,NA,300524.33,300524.33,NA,332046.78,64381.83,0,NA,0,0,NA,0,0,NA,0
2016,"Inhuma","PI","Sociedade de economia mista com administracao publica",10278,NA,7382,623,444.21,541.06,NA,NA,NA,1181692.86,1181692.86,NA,1407153.11,204614.11,0,NA,0,0,NA,0,0,NA,0
2013,"Itainópolis","PI","Sociedade de economia mista com administracao publica",2512,NA,2574,417.9,181.66,74.31,NA,NA,NA,472541.94,472541.94,NA,517172.06,22009.67,0,NA,0,0,NA,0,0,NA,0
2013,"Luzilândia","PI","Sociedade de economia mista com administracao publica",12952,NA,13420,1026.34,659.79,597.29,NA,NA,NA,1786580.57,1786580.57,NA,1761877.52,147310.78,0,NA,0,0,NA,0,0,NA,0
2012,"Miguel Alves","PI","Sociedade de economia mista com administracao publica",9527,NA,10833,945.89,409.43,453.84,NA,NA,NA,1053390.31,1053390.31,NA,1133620.69,133327.14,81101,NA,81101,0,NA,0,0,NA,0
2016,"Paquetá","PI","Sociedade de economia mista com administracao publica",759,NA,523,52.28,37.25,102.47,NA,NA,NA,130877.96,130877.96,NA,139573.91,56944.64,0,NA,0,0,NA,0,0,NA,0
2022,"Apuarema","BA","Sociedade de economia mista com administracao publica",4737,NA,NA,209.77,196.98,382.18,NA,NA,NA,1034035.33,1034035.33,NA,962871.93,181358.98,59958.91,NA,69419.49,0,NA,0,0,NA,0
2022,"Campo Alegre de Lourdes","BA","Sociedade de economia mista com administracao publica",11550,NA,NA,642.02,421.81,725.93,NA,NA,NA,2161501.84,2161501.84,NA,2012900.39,476693.01,156618.41,NA,172398.09,0,NA,0,0,NA,0
2022,"Iraquara","BA","Organizacao social",10271,NA,NA,457.98,321.04,NA,NA,NA,NA,576539.41,576539.41,NA,606852.72,137041.28,18268.1,NA,18268.1,0,NA,0,NA,NA,NA
2022,"Jussiape","BA","Sociedade de economia mista com administracao publica",2819,NA,NA,193.66,176.95,160.4,NA,NA,NA,1099386.83,1099386.83,NA,1063850.46,85038.72,2057912.45,NA,2065098.21,0,NA,0,0,NA,0
2022,"Macururé","BA","Administracao publica direta",4558,NA,NA,600,0,NA,NA,NA,NA,0,0,NA,0,125000,NA,NA,NA,0,NA,0,NA,NA,NA
2022,"Nova Itarana","BA","Sociedade de economia mista com administracao publica",6708,NA,NA,401.67,287.88,1553.44,NA,NA,NA,1196720.66,1196720.66,NA,1244618.88,596125.37,191310.64,NA,205453.05,0,NA,0,0,NA,0
2022,"Pintadas","BA","Sociedade de economia mista com administracao publica",7001,NA,NA,281.5,254.85,285.51,NA,NA,NA,1531202.4,1531202.4,NA,1590599.51,512558.17,292420.43,NA,302862.12,0,NA,0,0,NA,0
2022,"São Miguel das Matas","BA","Sociedade de economia mista com administracao publica",3332,NA,NA,40.24,180.36,418.03,NA,NA,NA,999416.12,999416.12,NA,1000024.13,114361.62,87844.89,NA,96686.06,0,NA,0,0,NA,0
2022,"Valente","BA","Sociedade de economia mista com administracao publica",24305,NA,NA,991.93,857.38,1920.82,NA,NA,NA,4751166.44,4751166.44,NA,4595336.33,1079657.03,731222.76,NA,766810.38,0,NA,0,0,NA,0
2022,"Cidelândia","MA","Sociedade de economia mista com administracao publica",5953,NA,NA,968.77,268.87,249.59,NA,NA,NA,1139850.99,1139850.99,NA,640545.29,180286.84,23335.32,NA,28234.21,0,NA,0,0,NA,0
2022,"São Pedro da Água Branca","MA","Sociedade de economia mista com administracao publica",3563,NA,NA,1196.31,186.07,632.03,NA,NA,NA,620073.71,620073.71,NA,331643.85,382750.84,1051529.24,NA,1058590.12,0,NA,0,0,NA,0
2022,"Sucupira do Norte","MA","Sociedade de economia mista com administracao publica",4135,NA,NA,135.45,0,305.72,NA,NA,NA,0,0,NA,0,196302.63,3262.66,NA,3947.61,0,NA,0,0,NA,0
2022,"Tufilândia","MA","Administracao publica direta",1000,NA,NA,10100,0,10150,NA,NA,NA,0,0,NA,0,150350,NA,NA,NA,0,NA,0,0,NA,0
2022,"São Braz do Piauí","PI","Sociedade de economia mista com administracao publica",221,NA,NA,16.58,11.75,0.6,NA,NA,NA,49220.55,49220.55,NA,44524.41,504.03,0,NA,685.08,0,NA,0,0,NA,0
2022,"São Raimundo Nonato","PI","Sociedade de economia mista com administracao publica",28227,NA,NA,3425.29,1498.34,6940.84,NA,NA,NA,7614156.93,7614156.93,NA,7992458.14,4664019.98,3330505,NA,3453480.3,0,NA,0,0,NA,0
2021,"Crisópolis","BA","Sociedade de economia mista com administracao publica",9092,NA,9116,393.31,387.06,225.7,NA,NA,NA,1937523.33,1937523.33,NA,2015545.73,102128.48,117500.63,NA,141124.73,0,NA,0,0,NA,0
2021,"Inhambupe","BA","Sociedade de economia mista com administracao publica",22171,NA,17536,1009.61,901.35,185.83,NA,NA,NA,4609297.3,4609297.3,NA,4708795.31,357644.02,284413.71,NA,365004.87,0,NA,0,0,NA,0
2021,"Iramaia","BA","Sociedade de economia mista com administracao publica",3539,NA,3549,211.17,210.65,127.34,NA,NA,NA,1050409.68,1050409.68,NA,1058499.22,350003.51,130401.23,NA,138279.46,0,NA,0,0,NA,0
2021,"Nova Fátima","BA","Sociedade de economia mista com administracao publica",6943,NA,5226,407.11,353.87,313.1,NA,NA,NA,1704511.71,1704511.71,NA,1744243.58,239272.59,363552.26,NA,373961.82,0,NA,0,0,NA,0
2021,"Tanque Novo","BA","Sociedade de economia mista com administracao publica",9577,NA,7948,602.7,487.09,829.85,NA,NA,NA,2090935.43,2090935.43,NA,1899035.08,284554.23,104473.14,NA,120870.19,0,NA,0,0,NA,0
2018,"Alto Parnaíba","MA","Sociedade de economia mista com administracao publica",7290,NA,7290,830.55,353.58,220.04,NA,NA,NA,1155716.79,1155716.79,NA,484719.81,139236.14,0,NA,0,0,NA,0,0,NA,0
2019,"Balsas","MA","Autarquia",86500,NA,82667,14240.2,6413.12,6440.29,NA,NA,NA,11522720.08,11522720.08,NA,12045341.11,4031753.62,865086.71,NA,865086.71,0,NA,0,0,NA,0
2017,"Buriti","MA","Sociedade de economia mista com administracao publica",4066,NA,8801,314.55,175.22,220.62,NA,NA,NA,543832.77,543832.77,NA,466021.81,179212.34,0,NA,0,0,NA,0,0,NA,0
2019,"Colinas","MA","Sociedade de economia mista com administracao publica",18026,NA,26912,2393.33,791.41,1869.44,NA,NA,NA,3190503.91,3190503.91,NA,2929811.49,1035681.69,153246.83,NA,153246.83,0,NA,0,0,NA,0
2017,"Colinas","MA","Sociedade de economia mista com administracao publica",17096,NA,26518,1721.94,843.22,1521.26,NA,NA,NA,2772496.83,2772496.83,NA,1979557.48,693022.04,33823.63,NA,33823.63,0,NA,0,0,NA,0
2019,"Cururupu","MA","Autarquia",27230,NA,22299,2430,1601.24,1796.42,NA,NA,NA,1577201.73,1577201.73,NA,1423271.09,609157.2,0,NA,38526.45,0,NA,0,0,NA,0
2020,"Lago do Junco","MA","Sociedade de economia mista com administracao publica",3478,NA,3964,735.81,167.6,455,NA,NA,NA,659368.71,659368.71,NA,557418.33,208781.01,13782.48,NA,19073.42,0,NA,0,0,NA,0
2020,"Maranhãozinho","MA","Sociedade de economia mista com administracao publica",2232,NA,10589,137.44,0,198.47,NA,NA,NA,0,0,NA,0,171893.91,959.59,NA,1947.87,0,NA,0,0,NA,0
2020,"Palmeirândia","MA","Sociedade de economia mista com administracao publica",3547,NA,3646,425.97,172.49,201.04,NA,NA,NA,678710.58,678710.58,NA,429064.5,117649.01,2974.06,NA,6037.05,0,NA,0,0,NA,0
2019,"Peri Mirim","MA","Sociedade de economia mista com administracao publica",1743,NA,3805,263.31,86.82,139.61,NA,NA,NA,345720.31,345720.31,NA,278166.84,98444.45,16859.95,NA,16859.95,0,NA,0,0,NA,0
2019,"Sambaíba","MA","Sociedade de economia mista com administracao publica",2345,NA,2931,213.04,0,115.24,NA,NA,NA,0,0,NA,101.57,68489.57,13641.12,NA,13641.12,0,NA,0,0,NA,0
2020,"São João do Paraíso","MA","Autarquia",5461,NA,5461,176.96,176.96,250,NA,NA,NA,884597.12,884597.12,NA,884597.12,336000,0,NA,0,0,NA,0,0,NA,0
2018,"São Vicente Ferrer","MA","Sociedade de economia mista com administracao publica",3002,NA,5764,491.08,120.91,97.1,NA,NA,NA,333933.85,333933.85,NA,278013.05,121286.72,0,NA,0,0,NA,0,0,NA,0
2018,"Satubinha","MA","Sociedade de economia mista com administracao publica",1623,NA,4161,191.41,56.85,83.78,NA,NA,NA,162362.59,162362.59,NA,112375.88,72724.66,0,NA,0,0,NA,0,0,NA,0
2020,"Acauã","PI","Sociedade de economia mista com administracao publica",1838,NA,948,88.31,83.31,29,NA,NA,NA,305735.97,305735.97,NA,329881.98,27039.44,0,NA,2147.51,0,NA,0,0,NA,0
2019,"Agricolândia","PI","Sociedade de economia mista com administracao publica",3940,NA,3631,232.3,187.07,480.07,NA,NA,NA,704120.85,704120.85,NA,784744.48,329773.33,0,NA,121.74,0,NA,0,0,NA,0
2019,"Angical do Piauí","PI","Sociedade de economia mista com administracao publica",5305,NA,5305,537.97,228.97,127.52,NA,NA,NA,833890.56,833890.56,NA,882816.47,108636.16,0,NA,162.78,0,NA,0,0,NA,0
2017,"Baixa Grande do Ribeiro","PI","Sociedade de economia mista com administracao publica",6416,NA,7017,653.4,239.54,182.82,NA,NA,NA,840940.54,840940.54,NA,805658.44,91471.1,0,NA,2942.55,0,NA,0,0,NA,0
2021,"Barro Duro","PI","Sociedade de economia mista com administracao publica",5955,NA,5090,558.81,265.65,416.73,NA,NA,NA,1119792.07,1119792.07,NA,1121046.24,381660.42,0,NA,17248.89,0,NA,0,0,NA,0
2018,"Bonfim do Piauí","PI","Sociedade de economia mista com administracao publica",1364,NA,1714,50.37,51.55,81.59,NA,NA,NA,159172.12,159172.12,NA,168621.23,62905.23,0,NA,160.88,0,NA,0,0,NA,0
2021,"Brasileira","PI","Sociedade de economia mista com administracao publica",5657,NA,3657,277.51,242.01,134.71,NA,NA,NA,910636.1,910636.1,NA,983390.18,117871.67,0,NA,15130.86,0,NA,0,0,NA,0
2017,"Canavieira","PI","Sociedade de economia mista com administracao publica",1957,NA,1725,134.73,84.52,86.85,NA,NA,NA,276931.63,276931.63,NA,363163.49,53470.38,0,NA,1064.07,0,NA,0,0,NA,0
2018,"Dom Expedito Lopes","PI","Sociedade de economia mista com administracao publica",4694,NA,3743,245.72,221.91,36.5,NA,NA,NA,739513.45,739513.45,NA,839501.11,20611.66,0,NA,637.56,0,NA,0,0,NA,0
2019,"Domingos Mourão","PI","Sociedade de economia mista com administracao publica",1385,NA,978,174.62,70.71,32.96,NA,NA,NA,332328.41,332328.41,NA,278112.57,27073.31,0,NA,41.53,0,NA,0,0,NA,0
2017,"Hugo Napoleão","PI","Sociedade de economia mista com administracao publica",3695,NA,3135,240,158.76,156.39,NA,NA,NA,448405.59,448405.59,NA,519881.71,92978.83,0,NA,1583.73,0,NA,0,0,NA,0
2017,"Inhuma","PI","Sociedade de economia mista com administracao publica",10530,NA,7387,613.55,448.03,530.72,NA,NA,NA,1436100.9,1436100.9,NA,1521180.23,218405.58,0,NA,4985.87,0,NA,0,0,NA,0
2018,"Itaueira","PI","Sociedade de economia mista com administracao publica",7924,NA,6134,620.5,360.33,540.73,NA,NA,NA,1195093.59,1195093.59,NA,1407633.37,347108.93,0,NA,1067.85,0,NA,0,0,NA,0
2019,"Joaquim Pires","PI","Sociedade de economia mista com administracao publica",5951,NA,4421,356.11,255.34,197.69,NA,NA,NA,949588.38,949588.38,NA,979852.39,148757.15,0,NA,165.91,0,NA,0,0,NA,0
2019,"Nazaré do Piauí","PI","Sociedade de economia mista com administracao publica",3500,NA,3512,263.53,174.21,204.06,NA,NA,NA,727515.69,727515.69,NA,646552.32,169022.66,0,NA,103.42,0,NA,0,0,NA,0
2020,"Pio IX","PI","Sociedade de economia mista com administracao publica",7983,NA,5527,373.61,331.08,2.52,NA,NA,NA,1234023.62,1234023.62,NA,1364104.3,4135.89,0,NA,8467.04,0,NA,0,0,NA,0
2019,"Regeneração","PI","Sociedade de economia mista com administracao publica",11989,NA,14137,916.65,476.3,718.86,NA,NA,NA,1782417,1782417,NA,1832157.02,492693.9,0,NA,321.24,0,NA,0,0,NA,0
2017,"São Braz do Piauí","PI","Sociedade de economia mista com administracao publica",251,NA,1036,28.03,8.32,0.72,NA,NA,NA,24459.06,24459.06,NA,20788.2,346.04,0,NA,85.31,0,NA,0,0,NA,0
2021,"Socorro do Piauí","PI","Sociedade de economia mista com administracao publica",2068,NA,1643,263.49,88.74,39.27,NA,NA,NA,283930.41,283930.41,NA,374528.34,37842.76,0,NA,5762.65,0,NA,0,0,NA,0
2019,"Socorro do Piauí","PI","Sociedade de economia mista com administracao publica",2095,NA,1647,274.05,90.31,58.15,NA,NA,NA,315623.06,315623.06,NA,349432.21,50605.41,0,NA,60.92,0,NA,0,0,NA,0
2011,"Barão de Grajaú","MA","Sociedade de economia mista com administracao publica",8023,NA,10245,1730.4,269.1,661.18,NA,NA,NA,410982.25,410982.25,NA,417403.66,109305.46,0,NA,0,0,NA,0,0,NA,0
2011,"Grajaú","MA","Autarquia",48769,NA,37703,4401,2169,2742,NA,NA,NA,3268408.9,3268408.9,NA,3268408.9,1151621.23,143101.35,NA,162961.35,0,NA,0,0,NA,0
2011,"Mirador","MA","Sociedade de economia mista com administracao publica",3312,NA,9393,496.4,162.07,159.5,NA,NA,NA,262108.8,262108.8,NA,282757.8,69218.8,0,NA,0,0,NA,0,0,NA,0
2011,"São Francisco do Maranhão","MA","Sociedade de economia mista com administracao publica",3728,NA,4024,304.94,177.86,100.62,NA,NA,NA,245033.64,245033.64,NA,251634.49,60857,0,NA,0,0,NA,0,0,NA,0
2011,"Sucupira do Riachão","MA","Sociedade de economia mista com administracao publica",3133,NA,3373,225.89,133.55,163.37,NA,NA,NA,167321.36,167321.36,NA,162708.51,55098.42,0,NA,0,0,NA,0,0,NA,0
2012,"Coribe","BA","Autarquia",14210,NA,6099,1298,700,420,NA,NA,NA,858154.9,858154.9,NA,858154.9,256959.75,32771.27,NA,32771.27,0,NA,0,0,NA,0
2015,"Macaúbas","BA","Autarquia",43527,NA,16463,1806.66,1078.18,1459.42,NA,NA,NA,3466830.68,3466830.68,NA,3433161.96,629620.36,56945.9,NA,56945.9,0,NA,0,0,NA,0
2014,"Macururé","BA","Administracao publica direta",4000,NA,2972,190,0,60,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0
2013,"Aldeias Altas","MA","Sociedade de economia mista com administracao publica",5166,NA,14331,681.76,169.71,431.08,NA,NA,NA,293884.53,293884.53,NA,245810.54,167261.93,0,NA,0,0,NA,0,0,NA,0
2016,"Arame","MA","Sociedade de economia mista com administracao publica",7653,NA,12702,1129.29,302.5,347.21,NA,NA,NA,824789.7,824789.7,NA,296943.46,136355.38,0,NA,48113.99,0,NA,0,0,NA,0
2015,"Axixá","MA","Sociedade de economia mista com administracao publica",2113,NA,4886,447.56,68.53,167.54,NA,NA,NA,175213.32,175213.32,NA,147701.45,58293.2,0,NA,0,0,NA,0,0,NA,0
2016,"Bela Vista do Maranhão","MA","Administracao publica direta",11020,NA,4728,200,180,NA,NA,NA,NA,0,0,NA,0,192425.88,NA,NA,NA,0,NA,0,0,NA,NA
2014,"Bom Jesus das Selvas","MA","Sociedade de economia mista com administracao publica",8777,NA,15165,620.32,36.87,648.79,NA,NA,NA,69574.37,69574.37,NA,18753.09,234625.01,0,NA,29000,0,NA,0,0,NA,0
2012,"Cidelândia","MA","Sociedade de economia mista com administracao publica",4826,NA,6160,591.74,270.27,205.6,NA,NA,NA,612015.55,612015.55,NA,345368.95,174161.53,0,NA,0,0,NA,0,0,NA,0
2015,"Esperantinópolis","MA","Sociedade de economia mista com administracao publica",9973,NA,9261,1213.77,467.52,501.98,NA,NA,NA,1102206.63,1102206.63,NA,1071018.28,210239.57,0,NA,0,0,NA,0,0,NA,0
2013,"João Lisboa","MA","Sociedade de economia mista com administracao publica",16695,NA,17645,2323.41,834.99,1415.88,NA,NA,NA,1843120.51,1843120.51,NA,180546.98,345353.55,0,NA,0,0,NA,0,0,NA,0
2016,"Nova Colinas","MA","Administracao publica direta",5298,NA,2397,4210,100,120,NA,NA,NA,2200,2000,NA,700,80000,NA,NA,NA,0,NA,0,0,NA,0
2016,"Paulino Neves","MA","Sociedade de economia mista com administracao publica",847,NA,5058,205.31,27.91,54.54,NA,NA,NA,78443.03,78443.03,NA,50024.73,31658.4,0,NA,0,0,NA,0,0,NA,0
2014,"Pinheiro","MA","Sociedade de economia mista com administracao publica",21984,NA,48126,2983.25,1117.59,1335.89,NA,NA,NA,2756419.44,2756419.44,NA,2746260.28,408961.87,449027.84,NA,518137.38,0,NA,0,0,NA,0
2013,"Santo Antônio dos Lopes","MA","Sociedade de economia mista com administracao publica",5712,NA,5732,899.3,263.23,576.32,NA,NA,NA,568715.63,568715.63,NA,437656.65,209822.86,0,NA,0,0,NA,0,0,NA,0
2013,"São Mateus do Maranhão","MA","Sociedade de economia mista com administracao publica",12092,NA,29448,1235.18,432.39,735.29,NA,NA,NA,800026.95,800026.95,NA,847538.7,266722.88,0,NA,0,0,NA,0,0,NA,0
2013,"São Pedro da Água Branca","MA","Sociedade de economia mista com administracao publica",9432,NA,10943,1648.89,348.36,481.39,NA,NA,NA,676453.7,676453.7,NA,531091.63,97091.28,0,NA,0,0,NA,0,0,NA,0
2014,"Sucupira do Riachão","MA","Sociedade de economia mista com administracao publica",3420,NA,3424,288.2,147.02,199.65,NA,NA,NA,307339.25,307339.25,NA,322398.47,97310.98,0,NA,0,0,NA,0,0,NA,0
