"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
"2019","Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",NA,3484,5357,NA,NA,NA,42.39,138.35,122.28,1288964.69,NA,411362.33,1337457.86,46296.5,NA,0,0,NA,NA,NA,NA,NA,NA
"2020","Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",NA,3386,5288,NA,NA,NA,40.49,121.62,127.39,1414491.54,NA,474697.52,1476491.36,50412,NA,37696.89,127485.25,NA,NA,NA,NA,NA,NA
"2021","Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",NA,3279,5223,NA,NA,NA,39.39,118.17,131.78,1478517.82,NA,493672.22,1555727.04,58603.71,NA,69785.05,176666.75,NA,0,0,NA,0,0
"2022","Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",NA,3086,NA,NA,NA,NA,35.05,109.39,128.48,1635723.8,NA,539943.26,1661632.31,69596.53,NA,74019.68,262753.5,NA,0,0,NA,0,0
"2011","Itajuípe","BA","Administracao publica direta",NA,20800,16757,NA,NA,NA,550,0,0,1285996.49,NA,0,1285996.49,158726.32,NA,NA,NA,NA,0,64456.91,NA,0,0
"2012","Itajuípe","BA","Administracao publica direta",NA,20878,16677,NA,NA,NA,610,0,0,1287404.85,NA,0,1287404.85,158154.57,NA,NA,NA,NA,0,0,NA,0,0
"2013","Itajuípe","BA","Autarquia",NA,20878,17480,NA,NA,NA,0,0,0,1583403.19,NA,0,1583403.19,160576.45,NA,0,57573,NA,0,0,NA,0,0
"2014","Itajuípe","BA","Autarquia",NA,20000,17427,NA,NA,NA,0,0,0,1589118.76,NA,0,1589118.76,153507.36,NA,0,104584.8,NA,0,0,NA,0,0
"2015","Itajuípe","BA","Autarquia",NA,20000,17377,NA,NA,NA,0,0,0,1729289.71,NA,0,1729289.71,179616.72,NA,0,97514.67,NA,0,0,NA,0,0
"2016","Itajuípe","BA","Autarquia",NA,19888,17331,NA,NA,NA,0,0,0,1698229.86,NA,0,1698229.86,93825.9,NA,0,29615,NA,0,0,NA,0,0
"2017","Itajuípe","BA","Autarquia",NA,19888,17287,NA,NA,NA,0,0,0,2031165.77,NA,0,2031165.77,217680.23,NA,0,83324.3,NA,0,0,NA,0,0
"2018","Itajuípe","BA","Autarquia",NA,20587,16444,NA,NA,NA,0,0,0,2200952.74,NA,0,2200952.74,333425.32,NA,0,21501,NA,0,0,NA,0,0
"2019","Itajuípe","BA","Autarquia",NA,16366,16368,NA,NA,NA,0,0,0,2584006.42,NA,0,2584006.42,323055.88,NA,0,97763.68,NA,0,0,NA,0,0
"2020","Itajuípe","BA","Autarquia",NA,20398,16293,NA,NA,NA,0,0,0,2636289.71,NA,0,2636289.71,354809.22,NA,0,100511.72,NA,0,0,NA,0,0
"2021","Itajuípe","BA","Autarquia",NA,20309,16222,NA,NA,NA,0,0,0,2800873.67,NA,0,2800873.67,407966.47,NA,0,270812.12,NA,0,0,NA,0,0
"2022","Itajuípe","BA","Autarquia",NA,18781,NA,NA,NA,NA,0,0,0,3125004.49,NA,0,3125004.49,442451.95,NA,0,268672.63,NA,0,0,NA,0,0
"2011","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,28170,49772,NA,NA,NA,216.87,0.01,0.62,6348838,NA,0,6501915,490310,NA,17208000,17208000,NA,NA,NA,NA,NA,NA
"2012","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,13207,49760,NA,NA,NA,268.95,0,2.06,7242716.89,NA,28676.53,6893522.43,544401.82,NA,542000,NA,NA,NA,NA,NA,NA,NA
"2013","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,30869,52989,NA,NA,NA,297.96,1508.37,626.28,9331118.36,NA,1478346.57,8356908.45,474689.08,NA,268949.17,714391.25,NA,NA,NA,NA,NA,NA
"2014","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,34596,53039,NA,NA,NA,416.2,1298.32,1542.97,11563557.77,NA,3739848.78,11645292.22,538367.17,NA,113836.42,1095717.18,NA,NA,NA,NA,NA,NA
"2015","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,40219,53085,NA,NA,NA,509.36,1496.84,1795.49,12937291.52,NA,4534951.58,13078968.51,697866.44,NA,1619519.73,2520040.01,NA,NA,NA,NA,0,0
"2016","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,40227,53129,NA,NA,NA,505.55,1449.2,1886.1,13328875.61,NA,4849875.78,13420108.93,684708.23,NA,461010.75,1366900.47,NA,NA,NA,NA,0,0
"2017","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,40789,53169,NA,NA,NA,446.2,1466.59,1710.27,14973616.74,NA,5644996.36,14355728.35,668443.75,NA,119387.86,1504653.62,NA,NA,NA,NA,0,0
"2018","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,40550,50931,NA,NA,NA,463,1521.68,1568.63,16860235.8,NA,6406528.54,15548163.13,759003.16,NA,251290.79,2274599.62,NA,NA,NA,NA,0,0
"2019","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,41954,50904,NA,NA,NA,373.6,1431.63,1623.24,17839547.53,NA,6823893.11,16392734.34,842106.36,NA,387662.48,4701137.2,NA,NA,NA,NA,NA,NA
"2020","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,39917,50879,NA,NA,NA,454.13,1478.65,1707.68,18860969.64,NA,7225624.85,17538593.31,866524.93,NA,293070.99,1577543.23,NA,NA,NA,NA,NA,NA
"2021","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,39534,50854,NA,NA,NA,480.75,1440.91,1710.41,18926980.31,NA,7199228.54,18180920.37,1136847.02,NA,207976.21,1113085.73,NA,0,0,NA,0,0
"2022","Itamaraju","BA","Sociedade de economia mista com administracao publica",NA,36768,NA,NA,NA,NA,402.13,1423.28,1697.22,20735807,NA,7909909.46,19655723.76,1290922.18,NA,802012.74,1910156.97,NA,0,0,NA,0,0
"2011","Itambé","BA","Sociedade de economia mista com administracao publica",NA,135,19475,NA,NA,NA,0,0,0,2104426,NA,0,2224986,89928,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Itambé","BA","Sociedade de economia mista com administracao publica",NA,98,19323,NA,NA,NA,NA,NA,NA,2328873.82,NA,6449.92,2096138.74,97256.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Itambé","BA","Sociedade de economia mista com administracao publica",NA,664,20239,NA,NA,NA,NA,6.4,8.24,2497592.1,NA,11543.51,2410214.63,87602.28,NA,0,52272.75,NA,NA,NA,NA,NA,NA
"2014","Itambé","BA","Sociedade de economia mista com administracao publica",NA,689,20066,NA,NA,NA,8.78,20.07,25.89,2560046.02,NA,33424.11,2533278.51,105928.25,NA,4754.42,75009.03,NA,NA,NA,NA,NA,NA
"2015","Itambé","BA","Sociedade de economia mista com administracao publica",NA,675,19901,NA,NA,NA,7.25,20.01,25.48,2704198.3,NA,34182.41,2521970.02,130998.85,NA,58548.37,140373.1,NA,NA,NA,NA,0,0
"2016","Itambé","BA","Sociedade de economia mista com administracao publica",NA,980,19747,NA,NA,NA,8.98,23.59,30.95,2536076.38,NA,45142.54,2716565.88,110825.32,NA,74117.73,195210.8,NA,NA,NA,NA,0,0
"2017","Itambé","BA","Sociedade de economia mista com administracao publica",NA,950,21244,NA,NA,NA,8.43,27.17,32.82,2995332.08,NA,71459.53,2860570.34,104687.94,NA,20000,162304.96,NA,NA,NA,NA,0,0
"2018","Itambé","BA","Sociedade de economia mista com administracao publica",NA,937,19927,NA,NA,NA,11,27.39,28.62,3438425.03,NA,72298.52,3214293.95,127840.42,NA,0,148889.8,NA,NA,NA,NA,0,0
"2019","Itambé","BA","Sociedade de economia mista com administracao publica",NA,915,19664,NA,NA,NA,11.79,26.4,29.89,3876600.08,NA,80181.32,3468113.52,193388.95,NA,93376.74,153913.5,NA,NA,NA,NA,NA,NA
"2020","Itambé","BA","Sociedade de economia mista com administracao publica",NA,1356,19412,NA,NA,NA,10.56,33.4,39.11,4035081.28,NA,116287.74,3904526.95,151388.33,NA,37486.57,346336.83,NA,NA,NA,NA,NA,NA
"2021","Itambé","BA","Sociedade de economia mista com administracao publica",NA,1378,19173,NA,NA,NA,14.66,38.87,45.83,4210953.71,NA,136145.42,4306432.34,195022.92,NA,39724.63,274404.09,NA,0,0,NA,0,0
"2022","Itambé","BA","Sociedade de economia mista com administracao publica",NA,1561,NA,NA,NA,NA,12.62,37.98,44.98,4450391.26,NA,142119.77,4550295.11,185555.83,NA,338695.85,520029.07,NA,0,0,NA,0,0
"2016","Itanhém","BA","Administracao publica direta",NA,20554,14444,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2018","Itanhém","BA","Administracao publica direta",NA,13702,13702,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2019","Itanhém","BA","Administracao publica direta",NA,8100,13636,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Itanhém","BA","Administracao publica direta",NA,18000,13574,NA,NA,NA,0,0,0,0,NA,0,0,2000,NA,NA,NA,NA,0,0,NA,0,0
"2022","Itanhém","BA","Administracao publica direta",NA,13369,NA,NA,NA,NA,1000,0,0,12000,NA,12000,0,6000,NA,NA,NA,NA,0,0,NA,0,0
"2011","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,8980,20862,NA,NA,NA,368.24,361.84,404.69,2948909,NA,663403,2894279,481180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,10137,20994,NA,NA,NA,319.61,375.38,436.15,3302849.03,NA,760236.1,3228140.17,1377308.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,8246,22329,NA,NA,NA,261.73,401.96,477.33,3581713.72,NA,871542.42,3617785.79,414638.44,NA,2614918.89,5854409.83,NA,NA,NA,NA,NA,NA
"2014","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,8761,22476,NA,NA,NA,268.26,451.26,540.75,4598140.88,NA,1326954.75,4782808.87,527019.96,NA,1301429.99,2109737.81,NA,NA,NA,NA,NA,NA
"2015","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,9063,22615,NA,NA,NA,346.62,477.64,564.76,5059986.1,NA,1421370.58,5171570.19,709473.18,NA,438538.56,755801.1,NA,NA,NA,NA,0,0
"2016","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11954,22744,NA,NA,NA,289.06,475.04,578.13,5383483.71,NA,1518082.01,5565063.04,632090.98,NA,174813.59,731327.03,NA,NA,NA,NA,0,0
"2017","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11955,22866,NA,NA,NA,349.68,494.37,509.57,5932391.32,NA,1714126.36,7310091.33,629471.92,NA,0,151457.21,NA,NA,NA,NA,0,0
"2018","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11811,22114,NA,NA,NA,319,500.18,434.14,6454437.4,NA,1830427.98,8343377.35,725218.18,NA,892298.1,1917303.47,NA,NA,NA,NA,0,0
"2019","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11894,22228,NA,NA,NA,351.86,389.07,441.42,6953355.77,NA,1900203.87,7459761.69,704475.91,NA,2043926.46,3864597.4,NA,NA,NA,NA,NA,NA
"2020","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,9508,22337,NA,NA,NA,543.35,389.49,459.33,7397882.68,NA,2008754.29,7154644.29,851975.9,NA,188111.29,798543.93,NA,NA,NA,NA,NA,NA
"2021","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,9054,22440,NA,NA,NA,375.44,431.89,480.04,7522725.2,NA,2065299.45,7524669.09,921174.48,NA,361021.53,1993053.68,NA,0,0,NA,0,0
"2022","Itaparica","BA","Sociedade de economia mista com administracao publica",NA,7565,NA,NA,NA,NA,709.14,413.4,487.21,8561806.69,NA,2357488.68,8420439.16,1385045.71,NA,425502.9,1868389.86,NA,0,0,NA,0,0
"2019","Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",NA,3120,38069,NA,NA,NA,1.45,0,78.58,7239423.31,NA,250598.94,5984758.22,1221623.28,NA,0,1644768.97,NA,0,0,NA,0,0
"2020","Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",NA,3120,38359,NA,NA,NA,17.66,88.31,86.85,7095907.66,NA,283364.18,7111284.1,1164017.59,NA,3048303.43,3101498.28,NA,0,0,NA,0,0
"2021","Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",NA,3120,38644,NA,NA,NA,30.39,99.75,87.67,7720842.84,NA,302073.38,6447145.58,1307724.46,NA,406074.73,802794.12,NA,NA,NA,NA,NA,NA
"2022","Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",NA,6380,NA,NA,NA,NA,26.83,161.01,161.07,7937792.71,NA,492575.93,6893680.84,1369660,NA,164052.93,537752.57,NA,0,0,NA,0,0
"2011","Itapetinga","BA","Autarquia",NA,62200,67047,NA,NA,NA,3.5,502.67,3606.97,5116461.06,NA,1307411.31,5330830.61,867131.64,NA,80812.35,278386.09,NA,0,0,NA,NA,NA
"2012","Itapetinga","BA","Autarquia",NA,63045,67858,NA,NA,NA,3.18,514.67,2922.04,5821097.85,NA,1567626.44,6039652.39,947027.93,NA,97782.94,258742.18,NA,0,0,NA,NA,NA
"2013","Itapetinga","BA","Autarquia",NA,63921,72468,NA,NA,NA,2.94,511.56,2922.5,5653338.16,NA,1620560.6,5899343.15,1127195.48,NA,35151.15,123317.99,NA,0,0,NA,NA,NA
"2014","Itapetinga","BA","Autarquia",NA,64215,73233,NA,NA,NA,2.88,523.44,2991.09,5951037.97,NA,1685846.96,6632257.6,974046.34,NA,0,107935.8,NA,0,0,NA,NA,NA
"2015","Itapetinga","BA","Autarquia",NA,71921,73956,NA,NA,NA,2.79,522.21,2947.14,6239216.13,NA,1830942.91,7123607.02,177725.63,NA,0,57144.1,NA,0,0,NA,NA,NA
"2016","Itapetinga","BA","Autarquia",NA,72681,74632,NA,NA,NA,2.66,493.12,2872.86,7436816.77,NA,2187890.39,7232170.96,1374316.65,NA,0,62187,NA,0,0,NA,NA,NA
"2017","Itapetinga","BA","Autarquia",NA,73268,75265,NA,NA,NA,2.56,490.98,2919.13,7231557.67,NA,2117487.37,8216467.9,1304696.64,NA,0,123125.95,NA,0,0,NA,NA,NA
"2018","Itapetinga","BA","Autarquia",NA,70941,73262,NA,NA,NA,2.63,506.68,2956.71,7708459.56,NA,2289631.82,8768096.55,1283006.84,NA,0,94598.79,NA,0,0,NA,NA,NA
"2019","Itapetinga","BA","Autarquia",NA,71576,73920,NA,NA,NA,2.71,503.09,3151.3,8822267.35,NA,2586472.01,9962093.99,1764841.47,NA,0,347888.34,NA,0,0,NA,NA,NA
"2020","Itapetinga","BA","Autarquia",NA,72499,74549,NA,NA,NA,2.75,482.47,3193.56,8899030.23,NA,2608750.29,9962188.16,1836587.57,NA,0,237529.37,NA,0,0,NA,NA,NA
"2021","Itapetinga","BA","Autarquia",NA,72889,75144,NA,NA,NA,2.56,507.13,2957.39,9833166.73,NA,2813776.35,11276640.29,2299914.3,NA,0,370886.81,NA,0,0,NA,NA,NA
"2022","Itapetinga","BA","Autarquia",NA,63969,NA,NA,NA,NA,2.77,509.15,3035.03,10920666.76,NA,3103862.76,12315504.18,2596185.25,NA,0,112836.46,NA,0,0,NA,0,0
"2020","Itapicuru","BA","Administracao publica direta",NA,35883,7424,NA,NA,NA,8195,500,0,40000,NA,10000,50000,648257.13,NA,NA,NA,NA,0,0,NA,0,0
"2021","Itapicuru","BA","Administracao publica direta",NA,36173,7484,NA,NA,NA,NA,504,0,40322.45,NA,10080,68000,653496.2,NA,NA,NA,NA,303578.41,303578.41,NA,0,0
"2022","Itapicuru","BA","Administracao publica direta",NA,31679,NA,NA,NA,NA,1000,726,0,45250.5,NA,12550,72300,572308.24,NA,NA,NA,NA,310985.72,310985.72,NA,0,0
"2019","Itapitanga","BA","Administracao publica direta",NA,7670,7670,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Itapitanga","BA","Administracao publica direta",NA,7670,7659,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2021","Itapitanga","BA","Administracao publica direta",NA,7670,7648,NA,NA,NA,NA,0,0,0,NA,0,0,44792.66,NA,NA,NA,NA,0,0,NA,0,0
"2014","Itaquara","BA","Administracao publica direta",NA,4071,5089,NA,NA,NA,0,0,0,0,NA,0,0,32260,NA,NA,NA,NA,0,10000,NA,0,0
"2015","Itaquara","BA","Administracao publica direta",NA,5113,5113,NA,NA,NA,0,0,0,0,NA,0,0,2600,NA,NA,NA,NA,10000,16000,NA,0,0
"2012","Itarantim","BA","Administracao publica direta",NA,18651,15394,NA,NA,NA,NA,0,0,0,NA,0,0,4520,NA,NA,NA,NA,0,0,NA,0,0
"2017","Itarantim","BA","Administracao publica direta",NA,20314,16767,NA,NA,NA,NA,1,0,4e+06,NA,4e+06,4700000,504000,NA,NA,NA,NA,1e+05,330000,NA,0,550000
"2018","Itarantim","BA","Administracao publica direta",NA,17314,16216,NA,NA,NA,200,1,0,2e+06,NA,2e+06,2400000,150000,NA,NA,NA,NA,2e+05,215000,NA,0,3e+05
"2019","Itarantim","BA","Administracao publica direta",NA,18179,16299,NA,NA,NA,210,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Itarantim","BA","Administracao publica direta",NA,18377,16378,NA,NA,NA,217,0,0,10000,NA,10000,11000,4800,NA,NA,NA,NA,8e+05,830000,NA,0,0
"2015","Itiruçu","BA","Administracao publica direta",NA,9987,9987,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,48875,NA,NA,NA
"2016","Itiruçu","BA","Administracao publica direta",NA,9987,9967,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,49375,NA,NA,NA
"2017","Itiruçu","BA","Administracao publica direta",NA,9987,9947,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,50362.5,NA,NA,NA
"2018","Itiruçu","BA","Administracao publica direta",NA,10047,9474,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,50550,NA,NA,NA
"2019","Itiruçu","BA","Administracao publica direta",NA,12576,9438,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,59238.8,NA,0,0
"2021","Itiruçu","BA","Administracao publica direta",NA,12482,9368,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,59238.8,NA,0,0
"2022","Itiruçu","BA","Administracao publica direta",NA,10999,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2011","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,565,9711,NA,NA,NA,0,19.71,20.2,1249799,NA,12763,1348128,307910,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,583,9722,NA,NA,NA,NA,19.11,18.21,1534789.62,NA,18098.51,1540765.89,319769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,517,10294,NA,NA,NA,NA,12.79,15.73,1535112.24,NA,11839.97,1589070.86,244525.49,NA,0,56239.45,NA,NA,NA,NA,NA,NA
"2014","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,548,10317,NA,NA,NA,0,14.63,19.14,1640001.62,NA,11457.16,1737785.85,281804.29,NA,1386.69,53744.45,NA,NA,NA,NA,NA,NA
"2015","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,529,10338,NA,NA,NA,0.08,15.18,19.3,1826653.07,NA,13448.43,1916708.83,345828.48,NA,741.93,1778.82,NA,NA,NA,NA,0,0
"2016","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,533,10072,NA,NA,NA,0.08,16.48,19.83,2100213.38,NA,15874.77,2088635.56,289486.47,NA,636.23,13681.33,NA,NA,NA,NA,0,0
"2017","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,483,10090,NA,NA,NA,0,18.83,15.99,2501627.46,NA,16997.58,2473482.34,280811.2,NA,0,106118.2,NA,NA,NA,NA,0,0
"2018","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,490,9686,NA,NA,NA,0,16.96,12.76,2689045.74,NA,19104.88,2691458.83,333791.38,NA,98579.93,199018.99,NA,NA,NA,NA,0,0
"2019","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,451,9693,NA,NA,NA,0,13.83,12.69,2903695.9,NA,20528.87,2861980.5,378392.88,NA,5512711.03,7015590.27,NA,NA,NA,NA,NA,NA
"2020","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,357,9700,NA,NA,NA,0,13.81,13.43,3090347.39,NA,23524.01,3149602.56,426096.74,NA,3697372.12,5308518.2,NA,NA,NA,NA,NA,NA
"2021","Itiúba","BA","Sociedade de economia mista com administracao publica",NA,356,9706,NA,NA,NA,1.97,13.42,13.9,3215037.86,NA,23354.36,3355867.31,611732.51,NA,2852257.85,3375709.82,NA,0,0,NA,0,0
"2011","Itororó","BA","Autarquia",NA,3000,18113,NA,NA,NA,0,0,0,1614987.29,NA,0,1614987.29,173912.91,NA,0,148936.23,NA,0,0,NA,NA,NA
"2012","Itororó","BA","Autarquia",NA,16800,18125,NA,NA,NA,0,0,0,1564545.42,NA,0,1564545.42,145488.97,NA,0,201421.98,NA,0,0,NA,0,0
"2013","Itororó","BA","Autarquia",NA,16890,19183,NA,NA,NA,0,0,0,1642978.73,NA,0,1642978.73,168300.4,NA,0,81841.57,NA,0,0,NA,0,0
"2015","Itororó","BA","Autarquia",NA,18460,19249,NA,NA,NA,0,0,0,2221390.14,NA,0,2221390.14,132540,NA,0,128700,NA,0,0,NA,0,0
"2016","Itororó","BA","Autarquia",NA,19278,19278,NA,NA,NA,0,0,0,2709618.19,NA,0,2709618.19,322122,NA,0,68528,NA,0,0,NA,0,0
"2017","Itororó","BA","Autarquia",NA,18460,19306,NA,NA,NA,0,0,0,2855978.72,NA,0,2855978.72,267358.43,NA,0,167222,NA,0,0,NA,0,0
"2018","Itororó","BA","Autarquia",NA,20165,18519,NA,NA,NA,0,0,0,3063109.45,NA,0,3063109.45,274060.44,NA,0,185126.15,NA,0,0,NA,0,0
"2019","Itororó","BA","Autarquia",NA,18904,18525,NA,NA,NA,0,0,0,3179408.2,NA,0,3202321.63,350719,NA,0,105400,NA,0,0,NA,0,0
"2020","Itororó","BA","Autarquia",NA,19560,18531,NA,NA,NA,0,0,0,3255943.77,NA,0,3255943.77,356431,NA,0,127514,NA,0,0,NA,0,0
"2022","Itororó","BA","Autarquia",NA,16105,NA,NA,NA,NA,NA,0,483.15,3921920.75,NA,0,3921920.75,515834.61,NA,0,0,NA,0,0,NA,0,0
"2015","Ituaçu","BA","Administracao publica direta",NA,3500,7032,NA,NA,NA,0.25,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2016","Ituaçu","BA","Administracao publica direta",NA,3500,7064,NA,NA,NA,0.25,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2017","Ituaçu","BA","Administracao publica direta",NA,3600,7094,NA,NA,NA,0.25,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2019","Ituaçu","BA","Administracao publica direta",NA,6270,6872,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,16000,NA,0,0
"2020","Ituaçu","BA","Administracao publica direta",NA,6270,6896,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,16000,NA,0,0
"2021","Ituaçu","BA","Administracao publica direta",NA,6270,6920,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Ituaçu","BA","Administracao publica direta",NA,6270,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,699535.02,NA,0,0
"2016","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1372,21194,NA,NA,NA,1.02,19.67,22.31,2787241.2,NA,20152.93,2764257.44,102648.52,NA,11990.12,39173.78,NA,NA,NA,NA,0,0
"2017","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1332,21306,NA,NA,NA,6.12,38.62,43.61,3014881.01,NA,45604.64,2975870.79,105236.25,NA,0,21430.8,NA,NA,NA,NA,0,0
"2018","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1355,20603,NA,NA,NA,10,53.94,34.76,3149927.84,NA,45142.92,3256907.89,120046.57,NA,0,0,NA,NA,NA,NA,0,0
"2019","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1309,20708,NA,NA,NA,4.35,45.74,34.6,3334038.25,NA,49401.61,3354878.22,118497.38,NA,0,0,NA,NA,NA,NA,NA,NA
"2020","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1333,20808,NA,NA,NA,2.45,51.16,35.34,3632426.37,NA,52966.52,3590776.2,100310.66,NA,1580,118594.59,NA,NA,NA,NA,NA,NA
"2021","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1420,20902,NA,NA,NA,3.21,52.56,34.6,3557636.13,NA,53395.84,3610660.24,197024.81,NA,929.06,131794.24,NA,0,0,NA,0,0
"2022","Ituberá","BA","Sociedade de economia mista com administracao publica",NA,1076,NA,NA,NA,NA,2.45,50.42,33.29,3897521.02,NA,54484.95,3967566.49,220342.56,NA,561253.59,919670.77,NA,0,0,NA,0,0
"2016","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,4130,5510,NA,NA,NA,26.4,151.2,15.37,997823.32,NA,49442.79,1036134.25,43878.43,NA,780.41,2113.87,NA,NA,NA,NA,0,0
"2017","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,5408,5526,NA,NA,NA,29.28,168.09,201.13,1598840.81,NA,655354.17,1425962.44,31128.06,NA,0,0,NA,NA,NA,NA,0,0
"2018","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,5342,5317,NA,NA,NA,21,168.06,178.06,1491775.08,NA,620896.52,1548403.61,31958.39,NA,0,0,NA,NA,NA,NA,0,0
"2019","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,5311,5330,NA,NA,NA,28.32,153.38,179.8,1575392.63,NA,653412.31,1610817.9,47988.46,NA,4987,4987,NA,NA,NA,NA,NA,NA
"2020","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,4600,5340,NA,NA,NA,42.23,154.63,182.61,1691695.06,NA,695571.59,1689146.01,52815.55,NA,0,73661.43,NA,NA,NA,NA,NA,NA
"2021","Iuiú","BA","Sociedade de economia mista com administracao publica",NA,4621,5351,NA,NA,NA,31.88,160.62,188.76,1686347.2,NA,690010.03,1764668.08,65545.26,NA,5088.2,119403.62,NA,0,0,NA,0,0
