"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
"2022","Abaíra","BA","Administracao publica direta",NA,7290,NA,NA,NA,NA,NA,0,0,0,NA,0,0,5544,NA,NA,NA,NA,3e+06,4400000,NA,NA,NA
"2012","Abaré","BA","Sociedade de economia mista com administracao publica",NA,288,9358,NA,NA,NA,3.88,NA,0,611106.3,NA,1842.84,598167.82,41721.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Abaré","BA","Sociedade de economia mista com administracao publica",NA,4993,10048,NA,NA,NA,31.11,95.15,129.92,895613,NA,230156.77,789975.08,57578.44,NA,0,22925.57,NA,NA,NA,NA,NA,NA
"2014","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6197,10207,NA,NA,NA,33.54,184.33,237.59,1138152.14,NA,446834.85,1014015.11,57420.98,NA,13662.59,63866.84,NA,NA,NA,NA,NA,NA
"2015","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6548,10357,NA,NA,NA,40.24,203.74,254.41,1631102.44,NA,507933.77,1486924.74,85271.87,NA,28183.06,186464.44,NA,NA,NA,NA,0,0
"2016","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6919,10550,NA,NA,NA,46.37,219.19,271.51,1976735.67,NA,602203.35,1648143.38,184875.76,NA,24167.94,65463.04,NA,NA,NA,NA,0,0
"2017","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6701,10683,NA,NA,NA,40.34,207.43,241.9,2274306.43,NA,700150.22,1831618.66,198715,NA,0,0,NA,NA,NA,NA,0,0
"2018","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6446,10484,NA,NA,NA,45,194.67,211.92,2338491.71,NA,707901.15,1967427.44,180400.57,NA,0,0,NA,NA,NA,NA,0,0
"2019","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6793,10628,NA,NA,NA,31.93,197.51,223.33,2526558.07,NA,778513.53,2050985.57,198383.24,NA,0,0,NA,NA,NA,NA,NA,NA
"2020","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6406,10766,NA,NA,NA,51.36,203.57,234.84,2706882.52,NA,809211,2314511.65,211129.74,NA,25782.81,171008.22,NA,NA,NA,NA,NA,NA
"2021","Abaré","BA","Sociedade de economia mista com administracao publica",NA,6518,10897,NA,NA,NA,68.83,203.84,239.59,2705979.81,NA,811511.97,2410776.12,266112.09,NA,46718.34,190392.19,NA,0,0,NA,0,0
"2022","Abaré","BA","Sociedade de economia mista com administracao publica",NA,5697,NA,NA,NA,NA,70.14,200.02,239.26,2948840.88,NA,885508.71,2291420.05,295368.63,NA,137067.62,477696.28,NA,0,0,NA,0,0
"2021","Açailândia","MA","Autarquia",NA,1581,85558,NA,NA,NA,6.1,40,35,11407086,NA,185040,10071400.42,4635954.39,NA,2e+05,380000,NA,0,0,NA,0,0
"2022","Açailândia","MA","Autarquia",NA,1581,NA,NA,NA,NA,6.19,50,45,14287566.39,NA,159646.67,15094864.42,4569001.38,NA,0,0,NA,0,0,NA,0,0
"2021","Adustina","BA","Administracao publica direta",NA,3053,6107,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Adustina","BA","Administracao publica direta",NA,3503,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2016","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,4412,15084,NA,NA,NA,0,94.42,129.73,2447083.13,NA,144761.01,2306672.46,331368.33,NA,0,0,NA,0,0,NA,0,0
"2017","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,4412,15129,NA,NA,NA,0,147.9,207.39,2746194.42,NA,315913.24,2588932.43,345172.99,NA,0,9555.28,NA,0,0,NA,0,0
"2018","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,6460,15333,NA,NA,NA,0,177.35,269.18,3011392.61,NA,529091.63,3276992.01,504719.72,NA,0,2161.23,NA,0,0,NA,0,0
"2019","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,6318,15387,NA,NA,NA,NA,188.71,229.63,3222977.27,NA,688718.85,3747798.29,608418.3,NA,0,456.59,NA,0,0,NA,0,0
"2020","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,6249,15440,NA,NA,NA,NA,165.84,270.85,3477673.09,NA,702717.85,3724077.53,723347.47,NA,0,197618.88,NA,0,0,NA,0,0
"2021","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,7378,15488,NA,NA,NA,10.61,243.4,305,4138334.45,NA,1016615.91,4214136.14,981847.43,NA,0,254840.46,NA,0,0,NA,0,0
"2022","Água Branca","PI","Sociedade de economia mista com administracao publica",NA,7034,NA,NA,NA,NA,44.74,241.08,299.91,4558256.61,NA,1119694.78,4753690.8,1027572.39,NA,0,73142.27,NA,0,0,NA,0,0
"2014","Água Doce do Maranhão","MA","Administracao publica direta",NA,800,3286,NA,NA,NA,0,0,0,0,NA,0,0,4000,NA,NA,NA,NA,0,0,NA,0,0
"2011","Aiquara","BA","Administracao publica direta",NA,4569,2661,NA,NA,NA,NA,0,0,250000,NA,250000,2e+05,3500,NA,NA,NA,NA,0,0,NA,NA,NA
"2012","Aiquara","BA","Administracao publica direta",NA,4536,2642,NA,NA,NA,NA,0,0,250000,NA,250000,210000,3800,NA,NA,NA,NA,50000,66000,NA,NA,NA
"2013","Aiquara","BA","Administracao publica direta",NA,4767,2776,NA,NA,NA,NA,0,0,255000,NA,255000,217000,3850,NA,NA,NA,NA,60000,86500,NA,NA,NA
"2020","Aiquara","BA","Administracao publica direta",NA,2572,2572,NA,NA,NA,NA,0,0,0,NA,0,0,10,NA,NA,NA,NA,0,0,NA,0,0
"2021","Aiquara","BA","Administracao publica direta",NA,2572,2555,NA,NA,NA,NA,0,0,0,NA,0,0,1289,NA,NA,NA,NA,0,0,NA,0,0
"2022","Aiquara","BA","Administracao publica direta",NA,2572,NA,NA,NA,NA,NA,0,0,0,NA,0,0,11952,NA,NA,NA,NA,45230,68716,NA,NA,NA
"2019","Alagoinha do Piauí","PI","Administracao publica direta",NA,1820,2782,NA,NA,NA,0,0,0,0,NA,0,0,2500,NA,NA,NA,NA,0,0,NA,0,0
"2011","Alagoinhas","BA","Autarquia",NA,15080,124847,NA,NA,NA,1.5,419,456,16273693,NA,304210,17530761,1239224,NA,1122252,2403209,NA,0,0,NA,0,0
"2012","Alagoinhas","BA","Autarquia",NA,15142,125362,NA,NA,NA,22.5,530,576,15597377.96,NA,404873.28,17733134.89,1980550.82,NA,951215.03,1477331.73,NA,0,0,NA,0,0
"2014","Alagoinhas","BA","Autarquia",NA,29588,134188,NA,NA,NA,NA,722,657,18165336,NA,710308,19570636,922990,NA,2433738,2742327,NA,0,0,NA,0,0
"2015","Alagoinhas","BA","Autarquia",NA,32693,135005,NA,NA,NA,NA,1750,1600,19902207,NA,873977,21949444,933745,NA,1411704,1652167,NA,0,0,NA,0,0
"2016","Alagoinhas","BA","Autarquia",NA,35962,135763,NA,NA,NA,0,1174,1056,22105299,NA,1206151,24684858,463626,NA,1728988,3210560,NA,0,0,NA,0,0
"2017","Alagoinhas","BA","Autarquia",NA,46753,136302,NA,NA,NA,3.5,1320,1085,24613826,NA,1451075,27772059,2663196,NA,1693265,2834082,NA,0,0,NA,0,0
"2018","Alagoinhas","BA","Autarquia",NA,48858,131804,NA,NA,NA,8.7,1586,1133.8,29374854,NA,1990248,30825570,3511749,NA,3421982.38,5727502,NA,0,0,NA,0,0
"2019","Alagoinhas","BA","Autarquia",NA,52717,132472,NA,NA,NA,70.18,1318,1447,32037129,NA,2186194,34489741,3948900,NA,709662,2001758,NA,0,0,NA,0,0
"2020","Alagoinhas","BA","Autarquia",NA,53721,133111,NA,NA,NA,NA,1378.7,1500,33337477,NA,2424514,35996604,2506870,NA,4342640,6346729,NA,0,0,NA,0,0
"2021","Alagoinhas","BA","Autarquia",NA,55188,133719,NA,NA,NA,NA,1543,842.63,36926946,NA,2707000,39486109,5838398,NA,4395282,4627126,NA,0,0,NA,0,0
"2022","Alagoinhas","BA","Autarquia",NA,58737,NA,NA,NA,NA,160,1550,937.43,41382581.5,NA,3284836.86,44442695.43,3091858.45,NA,1326734.36,1326734.36,NA,0,0,NA,0,0
"2022","Alto Parnaíba","MA","Administracao publica direta",NA,5000,NA,NA,NA,NA,100,0,0,0,NA,0,0,20000,NA,NA,NA,NA,50000,340000,NA,0,120000
"2011","Altos","PI","Sociedade de economia mista com administracao publica",NA,1910,27535,NA,NA,NA,7.33,35.5,34.52,1642628.13,NA,46339.96,1781461.18,327142.64,NA,0,56454.04,NA,NA,NA,NA,NA,NA
"2012","Altos","PI","Sociedade de economia mista com administracao publica",NA,1862,27677,NA,NA,NA,7.17,50.66,78.6,1967500.27,NA,107780.95,1885043.61,395322.75,NA,0,0,NA,0,0,NA,0,0
"2013","Altos","PI","Sociedade de economia mista com administracao publica",NA,2035,27882,NA,NA,NA,7.23,59.5,82.17,2091218.32,NA,103071.83,2244907.7,326175.95,NA,0,0,NA,0,0,NA,0,0
"2014","Altos","PI","Sociedade de economia mista com administracao publica",NA,2039,27954,NA,NA,NA,6.04,55.3,82.13,2107228.98,NA,109161.13,2225858.43,357009.74,NA,0,2069.55,NA,NA,NA,NA,0,0
"2015","Altos","PI","Sociedade de economia mista com administracao publica",NA,2190,28018,NA,NA,NA,15.76,57.33,81.5,2341084.68,NA,113464.46,2312001.76,540188.13,NA,0,0,NA,NA,NA,NA,0,0
"2016","Altos","PI","Sociedade de economia mista com administracao publica",NA,2190,28074,NA,NA,NA,22.42,62.49,88.89,2883225,NA,139770.05,2759673.65,661284.68,NA,0,0,NA,0,0,NA,0,0
"2017","Altos","PI","Sociedade de economia mista com administracao publica",NA,2190,28123,NA,NA,NA,8.12,61.63,69.33,3139830.24,NA,150629.47,3029682.15,752460.19,NA,0,10984.19,NA,0,0,NA,0,0
"2018","Altos","PI","Sociedade de economia mista com administracao publica",NA,2175,28529,NA,NA,NA,5.53,46.3,86.35,3205300.13,NA,144560.58,3731626.92,1049386.21,NA,0,2743.89,NA,0,0,NA,0,0
"2019","Altos","PI","Sociedade de economia mista com administracao publica",NA,2156,28589,NA,NA,NA,11.17,58.23,85,3722272.47,NA,179541.18,4243604.11,1132485.81,NA,0,647.58,NA,0,0,NA,0,0
"2020","Altos","PI","Sociedade de economia mista com administracao publica",NA,2149,28646,NA,NA,NA,7.28,47.23,84.64,3957079.89,NA,204115.03,4206694.4,1106897.93,NA,0,23572.73,NA,0,0,NA,0,0
"2021","Altos","PI","Sociedade de economia mista com administracao publica",NA,2124,28699,NA,NA,NA,6.18,58.44,83,4547039.17,NA,261225.74,4404446.44,1290045.98,NA,0,767768.65,NA,0,0,NA,0,0
"2022","Altos","PI","Sociedade de economia mista com administracao publica",NA,2109,NA,NA,NA,NA,10.27,69.42,82.54,5138553.53,NA,299753.44,5580449.39,1334960.99,NA,0,755863.12,NA,0,0,NA,0,0
"2016","Amapá do Maranhão","MA","Administracao publica direta",NA,2434,5152,NA,NA,NA,25,0,0,220000,NA,40000,230000,41587.5,NA,NA,NA,NA,0,0,NA,0,0
"2017","Amapá do Maranhão","MA","Administracao publica direta",NA,2465,5190,NA,NA,NA,29,0,0,250000,NA,45000,238000,51587.5,NA,NA,NA,NA,0,0,NA,NA,NA
"2018","Amapá do Maranhão","MA","Administracao publica direta",NA,2496,5208,NA,NA,NA,29,0,0,270000,NA,50000,245000,51700,NA,NA,NA,NA,0,0,NA,0,0
"2019","Amapá do Maranhão","MA","Administracao publica direta",NA,2550,5241,NA,NA,NA,31,0,0,290000,NA,55000,252000,52000,NA,NA,NA,NA,0,0,NA,0,0
"2011","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,254,25073,NA,NA,NA,0,0.59,3.67,3165472,NA,1737,3285351,200345,NA,NA,NA,NA,0,NA,NA,NA,NA
"2012","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,353,25249,NA,NA,NA,NA,8.14,10.52,3690707.46,NA,22289.46,3717960.79,229533.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,439,26869,NA,NA,NA,NA,12.86,16.79,3904587.07,NA,18227.85,3993626.54,253237.47,NA,0,163351.29,NA,NA,NA,NA,NA,NA
"2014","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,436,27214,NA,NA,NA,0,13.84,17.77,4196796.09,NA,15339.18,4356463.76,256358.8,NA,1021.77,106462.72,NA,NA,NA,NA,NA,NA
"2015","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,1043,27395,NA,NA,NA,0.03,19.1,27.2,4527586,NA,19971.89,4662900.22,350377.61,NA,24076.81,115384.1,NA,NA,NA,NA,0,0
"2016","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,1003,27565,NA,NA,NA,0.32,28.8,42.69,5052777.09,NA,32722.23,4993670.91,513939.59,NA,41431.61,455939.77,NA,NA,NA,NA,0,0
"2017","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,987,27723,NA,NA,NA,0,28.12,36.59,5711028.36,NA,37096.31,5586854.22,393756.08,NA,0,316027.53,NA,NA,NA,NA,0,0
"2018","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,986,26833,NA,NA,NA,0,29.97,32.45,6217304.36,NA,55254.05,6186834.92,443910.59,NA,0,9739.35,NA,NA,NA,NA,0,0
"2019","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,953,26985,NA,NA,NA,0,28.59,33.01,6826135.4,NA,67864.73,6807857.98,626543.36,NA,0,56553.94,NA,NA,NA,NA,NA,NA
"2020","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,856,27130,NA,NA,NA,0,29.23,33.99,7148071.3,NA,58215.33,7364992.05,585619.83,NA,1580,329506.5,NA,NA,NA,NA,NA,NA
"2021","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,844,27268,NA,NA,NA,0,28.77,33.37,7726591.84,NA,56099.42,7869235.13,839217.33,NA,505239.94,951544.55,NA,0,0,NA,0,0
"2022","Amargosa","BA","Sociedade de economia mista com administracao publica",NA,787,NA,NA,NA,NA,0,27.51,32.31,8588512.78,NA,66239.15,8736607.5,866124.84,NA,608982.17,1653541.01,NA,0,0,NA,0,0
"2011","Andorinha","BA","Administracao publica direta",NA,7408,6163,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,13200,13200,NA,0,0
"2012","Andorinha","BA","Administracao publica direta",NA,7408,6120,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,13200,13200,NA,0,0
"2013","Andorinha","BA","Administracao publica direta",NA,7408,6433,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,13200,13200,NA,0,0
"2020","Antas","BA","Administracao publica direta",NA,12000,7257,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2021","Antas","BA","Administracao publica direta",NA,12000,7324,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Antas","BA","Administracao publica direta",NA,9000,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,156446.9,156446.9,NA,0,0
"2016","Antônio Almeida","PI","Administracao publica direta",NA,3109,2275,NA,NA,NA,10,0,0,600,NA,600,1200,10,NA,NA,NA,NA,5000,33000,NA,0,0
"2017","Antônio Almeida","PI","Administracao publica direta",NA,3109,2279,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
"2018","Antônio Almeida","PI","Administracao publica direta",NA,3109,2311,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
"2019","Antônio Almeida","PI","Administracao publica direta",NA,3109,2315,NA,NA,NA,10,0,0,600,NA,600,800,10,NA,NA,NA,NA,5000,33000,NA,0,0
"2020","Antônio Almeida","PI","Administracao publica direta",NA,3109,2320,NA,NA,NA,10,0,0,600,NA,600,800,20,NA,NA,NA,NA,5000,33000,NA,0,0
"2022","Antônio Cardoso","BA","Administracao publica direta",NA,11146,NA,NA,NA,NA,NA,0,0,2200,NA,2200,3000,23560,NA,NA,NA,NA,0,0,NA,0,0
"2012","Araci","BA","Administracao publica direta",NA,21406,19894,NA,NA,NA,NA,352.01,0,2e+05,NA,2e+05,241000,5000,NA,NA,NA,NA,0,0,NA,0,0
"2013","Araci","BA","Administracao publica direta",NA,21503,21160,NA,NA,NA,NA,443.53,0,150000,NA,150000,162000,25913,NA,NA,NA,NA,156910,225756,NA,0,0
"2015","Araci","BA","Sociedade de economia mista com administracao publica",NA,1035,21432,NA,NA,NA,0.64,21.37,35.38,3285344.19,NA,18349.5,3496030.88,572748,NA,345296.44,445983.52,NA,NA,NA,NA,0,0
"2012","Arari","MA","Autarquia",NA,7488,17680,NA,NA,NA,940,0,150,725000,NA,225000,750000,35000,NA,NA,NA,NA,0,0,NA,0,0
"2020","Aratuípe","BA","Administracao publica direta",NA,5666,5666,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Aratuípe","BA","Administracao publica direta",NA,7673,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2022","Aroeiras do Itaim","PI","Administracao publica direta",NA,1400,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2011","Bacabal","MA","Autarquia",NA,7641,78328,NA,NA,NA,25,333,403,5135242,NA,129078,5303240,1433871,NA,0,278494,NA,0,0,NA,NA,NA
"2012","Bacabal","MA","Autarquia",NA,7641,78779,NA,NA,NA,25.01,333.02,403.22,5262264,NA,144628,5478063,1850000,NA,0,256222,NA,0,0,NA,0,0
"2013","Bacabal","MA","Autarquia",NA,7641,79290,NA,NA,NA,26,345,407.01,5679080.13,NA,140569.15,5990805.54,1716322.07,NA,0,394294.78,NA,0,0,NA,0,0
"2014","Bacabal","MA","Autarquia",NA,7641,79612,NA,NA,NA,26,345,407.01,6438393.03,NA,163631.06,7611225.86,1565482.44,NA,0,232098.46,NA,0,0,NA,0,0
"2015","Bacabal","MA","Autarquia",NA,7641,79917,NA,NA,NA,26,345,407.01,6438393.03,NA,163631.06,7611225.86,1565482.44,NA,0,232098.46,NA,0,0,NA,0,0
"2019","Bacabal","MA","Autarquia",NA,4830,81702,NA,NA,NA,NA,0,86.61,9699157.61,NA,198334.21,10328630.38,2944341.17,NA,0,117200,NA,0,0,NA,0,0
"2020","Bacabal","MA","Autarquia",NA,4830,81578,NA,NA,NA,NA,0,187.55,10626493.18,NA,235475.37,11496513.18,3090608.73,NA,0,118203,NA,0,0,NA,0,0
"2021","Bacabal","MA","Autarquia",NA,4830,81815,NA,NA,NA,NA,0,188,11929793.84,NA,347950.04,9520687.74,5050661.77,NA,0,0,NA,0,0,NA,0,0
"2022","Bacabal","MA","Autarquia",NA,4830,NA,NA,NA,NA,NA,0,199,11623092.11,NA,224473.63,11364856.53,5312661.25,NA,0,0,NA,0,0,NA,0,0
"2019","Baixa Grande","BA","Administracao publica direta",NA,4500,8508,NA,NA,NA,0,0,0,0,NA,0,0,26000,NA,NA,NA,NA,0,0,NA,NA,NA
"2020","Baixa Grande","BA","Sociedade de economia mista com administracao publica",NA,2194,8500,NA,NA,NA,39.9,21.17,26.56,2638314.69,NA,132435.68,2566069.67,892868.75,NA,764368.22,1521338.98,NA,NA,NA,NA,NA,NA
"2021","Baixa Grande","BA","Sociedade de economia mista com administracao publica",NA,3316,8492,NA,NA,NA,41.2,76.94,91.73,2815127.76,NA,358611.54,2716496.97,364050.72,NA,209453.85,314744.2,NA,0,0,NA,0,0
"2022","Baixa Grande","BA","Sociedade de economia mista com administracao publica",NA,4167,NA,NA,NA,NA,47.49,128.73,156.11,3264648.58,NA,674614.32,3111307.02,581399.97,NA,36143.53,549247.4,NA,0,0,NA,0,0
"2022","Balsas","MA","Autarquia",NA,4000,NA,NA,NA,NA,8.7,136.59,155.17,15802117.45,NA,372629.54,16114084.38,5334625.93,NA,0,1899200.66,NA,0,0,NA,0,0
"2012","Banzaê","BA","Administracao publica direta",NA,3100,4051,NA,NA,NA,400,0,0,0,NA,0,0,459.12,NA,NA,NA,NA,0,0,NA,0,0
"2013","Banzaê","BA","Administracao publica direta",NA,3100,4288,NA,NA,NA,400,0,0,0,NA,0,0,459.12,NA,NA,NA,NA,0,0,NA,0,0
"2014","Banzaê","BA","Administracao publica direta",NA,3100,4297,NA,NA,NA,600,0,0,0,NA,0,0,459.12,NA,NA,NA,NA,0,0,NA,0,0
"2018","Banzaê","BA","Administracao publica direta",NA,750,4522,NA,NA,NA,0,0,0,0,NA,0,0,348900,NA,NA,NA,NA,0,41917.5,NA,0,0
"2019","Banzaê","BA","Administracao publica direta",NA,750,4526,NA,NA,NA,0,0,0,0,NA,0,0,366345,NA,NA,NA,NA,0,14109,NA,NA,NA
"2020","Banzaê","BA","Administracao publica direta",NA,750,4530,NA,NA,NA,0,0,0,0,NA,0,0,411720,NA,NA,NA,NA,0,22844.3,NA,0,0
"2021","Banzaê","BA","Administracao publica direta",NA,800,4534,NA,NA,NA,0,0,0,0,NA,0,0,582148.58,NA,NA,NA,NA,0,99289.21,NA,0,0
"2022","Banzaê","BA","Administracao publica direta",NA,835,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,30000,44379.48,NA,0,0
"2022","Barra","BA","Autarquia",NA,23000,NA,NA,NA,NA,NA,3600,3000,4511011.39,NA,1017374.27,5064957.99,572403.33,NA,0,1219296.32,NA,0,0,NA,0,0
"2012","Barra da Estiva","BA","Administracao publica direta",NA,8000,10198,NA,NA,NA,NA,0,0,0,NA,0,0,1e+05,NA,NA,NA,NA,0,0,NA,0,0
"2013","Barra da Estiva","BA","Administracao publica direta",NA,8000,11004,NA,NA,NA,NA,0,0,0,NA,0,0,1e+05,NA,NA,NA,NA,0,0,NA,0,0
"2014","Barra da Estiva","BA","Administracao publica direta",NA,8100,11081,NA,NA,NA,0,0,0,0,NA,0,0,1e+05,NA,NA,NA,NA,0,0,NA,NA,NA
"2015","Barra da Estiva","BA","Administracao publica direta",NA,8600,10997,NA,NA,NA,0,0,0,0,NA,0,0,110000,NA,NA,NA,NA,0,0,NA,NA,NA
"2016","Barra da Estiva","BA","Administracao publica direta",NA,8600,10917,NA,NA,NA,0,0,0,0,NA,0,0,110000,NA,NA,NA,NA,0,0,NA,0,0
"2017","Barra da Estiva","BA","Administracao publica direta",NA,8600,10843,NA,NA,NA,NA,0,0,0,NA,0,0,130000,NA,NA,NA,NA,0,0,NA,0,0
"2018","Barra da Estiva","BA","Administracao publica direta",NA,10220,10220,NA,NA,NA,0,0,0,0,NA,0,0,312000,NA,NA,NA,NA,0,0,NA,0,0
"2019","Barra da Estiva","BA","Administracao publica direta",NA,10115,10115,NA,NA,NA,0,0,0,0,NA,0,0,390000,NA,NA,NA,NA,0,0,NA,0,0
"2020","Barra da Estiva","BA","Administracao publica direta",NA,10115,10014,NA,NA,NA,0,0,0,0,NA,0,0,402372.48,NA,NA,NA,NA,0,0,NA,0,0
"2021","Barra da Estiva","BA","Administracao publica direta",NA,10115,9918,NA,NA,NA,0,0,0,0,NA,0,0,571937.9,NA,NA,NA,NA,0,0,NA,0,0
"2022","Barra da Estiva","BA","Administracao publica direta",NA,12783,NA,NA,NA,NA,0,0,0,0,NA,0,0,600560.21,NA,NA,NA,NA,0,0,NA,0,0
"2011","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,581,22598,NA,NA,NA,6,22.12,22.93,2092074,NA,23625,2055647,212575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,566,22866,NA,NA,NA,NA,20.91,22.11,2198172.85,NA,15722.49,2400923.59,1821189.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,522,22909,NA,NA,NA,4.34,20.75,22.32,2729558.9,NA,27824.22,2376846.51,309072.53,NA,0,91655.87,NA,NA,NA,NA,NA,NA
"2014","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,501,22672,NA,NA,NA,3.72,21.63,22.67,3046368.58,NA,35135.98,2684100.87,387817.68,NA,1153.15,151032.46,NA,NA,NA,NA,NA,NA
"2015","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,481,22449,NA,NA,NA,1.58,19.63,21.4,3344896.29,NA,29206.07,2963245.88,463153.27,NA,150823.87,361608.95,NA,NA,NA,NA,0,0
"2016","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,469,22171,NA,NA,NA,1.93,19.37,21.52,3758222.01,NA,32748.88,3239238.58,478143.58,NA,153247.14,396990.61,NA,NA,NA,NA,0,0
"2017","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,450,21977,NA,NA,NA,2.18,19.08,19.42,4517999.51,NA,44720.79,4028536.16,440113.75,NA,208187.1,239057.95,NA,NA,NA,NA,0,0
"2018","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,445,20623,NA,NA,NA,2,18.06,16.94,5121995.42,NA,47636.82,4643874.31,479590.68,NA,73836.12,89301.08,NA,NA,NA,NA,0,0
"2019","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,430,20356,NA,NA,NA,56.35,15.16,17.68,5479259.35,NA,52050.5,4907569.12,557734.32,NA,0,70888.6,NA,NA,NA,NA,NA,NA
"2020","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,336,20102,NA,NA,NA,1.96,13.79,16.35,5657894.52,NA,45740.4,5216394.76,519347.88,NA,119120.31,607992.51,NA,NA,NA,NA,NA,NA
"2021","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,339,19858,NA,NA,NA,1.65,12.44,14.98,5585398.58,NA,32202.33,5345149.63,581175.06,NA,649659.76,1145075.38,NA,0,0,NA,0,0
"2022","Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,402,NA,NA,NA,NA,2.02,12.79,14.98,6431829.68,NA,38893.08,5737133.11,786675.46,NA,9765738.82,11160470.44,NA,0,0,NA,0,0
"2014","Barra do Rocha","BA","Administracao publica direta",NA,3930,3930,NA,NA,NA,NA,0,0,2,NA,1,2,1,NA,NA,NA,NA,0,0,NA,0,0
"2022","Barra do Rocha","BA","Administracao publica direta",NA,5775,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,50000,50000,NA,NA,NA
"2011","Barreiras","BA","Sociedade de economia mista com administracao publica",NA,12208,125414,NA,NA,NA,55.67,437.17,515,19696606,NA,725704,20268988,1007451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Barreiras","BA","Sociedade de economia mista com administracao publica",NA,13320,127031,NA,NA,NA,69.82,498.08,585.4,24946282.42,NA,1043466.08,23576276.19,1026636.61,NA,18443000,NA,NA,NA,NA,NA,NA,NA
